Name,Address_0,Latitude_0,Longitude_0,place_id
Angad Australian Institute of Technology,"6/501 La Trobe St, Melbourne VIC 3000, Australia",-37.8125658,144.9544713,ChIJdROrc0ld1moRzwzHZ5cp9OU
EWB Australia,"Our Community House, 552 Victoria St, North Melbourne VIC 3051, Australia",-37.8048659,144.9473818,ChIJO_LJMjFd1moRTxeia_gcXvI
IAE Study In Australia,"Suite 38, 7th floor/269 Wickham St, Fortitude Valley QLD 4006, Australia",-27.4566119,153.0350019,ChIJ_RRpXPJZkWsRAI0C8JNUw6A
Lean Six Sigma Australia & New Zealand,"MENON NETWORK PTE LTD - 152 Beach Road, Level 28, Gateway East, Singapore, Singapore 189971",1.298912,103.859319,ChIJxzjUQEMZ2jER4EymHFQKAqY
Commerce Edge Australia,"200 Newton Rd, #06-01 200, Singapore 307983",1.3187536,103.8432282,ChIJKwVHA1ABBBARGQ8e2-OepMw
Cornerstone Community Australia,"3 Moulamein Rd, Murray Downs NSW 2735, Australia",-35.337583,143.566475,ChIJgY775GKP22oRvjlU8cJs_Q0
Council of Australian Postgraduate Associations,"11 Lancaster Pl, Australian Capital Territory 2609, Australia",-35.2983627,149.1864471,ChIJeyBzYeBNFmsRSwGf8Xh8HHg
Catholic Secondary Principals Australia (CaSPA),"2 Sandalwood Dr, Wondunna QLD 4655, Australia",-25.3103757,152.8735477,ChIJVVXRHwiB7GsRKjb5B08sOQc
PPIA The University of Western Australia,"35 Stirling Hwy, Crawley WA 6009, Australia",-31.9800186,115.8189709,ChIJ6YBzbu6kMioRkILyGLbwBA8
Spanish Teacher. Self-employed in Brisbane - Australia,"180 Queen St, Brisbane City QLD 4000, Australia",-27.4687473,153.0258816,ChIJnZqHUANakWsRMtHdavbh7_4
Simplify Education Australia,"Suite 5 level 1/267 Old Northern Rd, Castle Hill NSW 2154, Australia",-33.7340869,151.004158,ChIJv-xT6ZyhEmsRcpa_mE5c3dM
Unity College Australia,"Churches Centre, Belconnen, Benjamin Way, Belconnen ACT 2617, Australia",-35.2401433,149.0671857,ChIJT9un_7i0F2sRHshCD7-PX5I
Australian Management Academy,"16 Raffles Quay, #33-03 Hong Leong Building, Singapore 048581",1.281362,103.850901,ChIJS9l9TW0Z2jER75n3uSUz0mM
Little Scientists Australia,"501/105 Pitt St, Sydney NSW 2000, Australia",-33.865972,151.208277,ChIJVdLSTECuEmsRoWLGan9tp6A
Education Works Australia,"2 Handy Rd, #02-08 The Cathay, Singapore 229233",1.299451,103.847698,ChIJ_f4go_YZ2jERcWZsh6RuSAg
Australian Healthcare Academy,"Suite 8/30 Atchison St, St Leonards NSW 2065, Australia",-33.822648,151.19726,ChIJdURGIt2uEmsRuWBMn_ahTxI
IMME Australia,,,,
Beyond The Classroom Australia,"44 Goolwa Rd, Middleton SA 5213, Australia",-35.509843,138.7058182,ChIJvSsy1p9LsWoRWcfpvjYxHzs
Overseas Students Australia,"32M, Jalan SS 25/22, Taman Mayang, 47301 Petaling Jaya, Selangor, Malaysia",3.1126167,101.5951925,ChIJl-oV0B9MzDER5G7Tq5gKf0A
Australian Skills and Training Academy RTO No 40947,,,,
Trans-Consult Education Australia,"101/672 Glenferrie Rd, Hawthorn VIC 3122, Australia",-37.8212647,145.0362071,ChIJn8EtRGxD1moRiubqbD3I5mQ
General Practice Academy of Australia,"Level 2/990 Whitehorse Rd, Box Hill VIC 3128, Australia",-37.8185771,145.1248472,ChIJHX1WSbBA1moRM5pftQy0CnA
BSchool Australia,"Level 4/152 Elizabeth St, Melbourne VIC 3000, Australia",-37.8145538,144.9637061,ChIJ790wlvdC1moRY-HV3_oiJuQ
College of Intensive Care Medicine of Australia and New Zealand (CICM),"101/168 Greville St, Prahran VIC 3181, Australia",-37.84962549999999,144.9923069,ChIJExOHPCVo1moR5oZ1QmuOpEg
Learn to Trade Australia,"25 Napier Rd, Singapore 258507",1.3055359,103.8194284,ChIJAQAAWCAa2jERM3iPwiLGKhU
Strathfield College Sydney Australia,"128 Chalmers St, Surry Hills NSW 2010, Australia",-33.887143,151.2068911,ChIJUeR_GCOuEmsRQB1DKwpeesc
Barrington College Australia,"Corporate House, Suite 10/138 Juliette St, Greenslopes QLD 4120, Australia",-27.5042005,153.0437389,ChIJ_98dwFRbkWsRCbtCgJ7xoLc
Australian Industry Trade College,"170 Horton Parade, Maroochydore QLD 4558, Australia",-26.6534263,153.0894773,ChIJgdx5Uex3k2sRjsHGeXs9vqI
Apprenticeship Careers Australia,"Level 12/100 George St, Parramatta NSW 2150, Australia",-33.8139964,151.0068472,ChIJ27V5KxmjEmsRK5pfpai7VMA
NEAS Australia,"Suite 211/25-29 Berry St, North Sydney NSW 2060, Australia",-33.837072,151.2051122,ChIJMzINAe2uEmsRe3YZxdSQP78
Information Planet Australia,"Level 3/484 Kent St, Sydney NSW 2000, Australia",-33.8745911,151.2055542,ChIJockBoz6uEmsREsl-hYOLBjw
Australian Centre for Business Growth,"Level 2, Yungondi Building Entry Via, North Terrace, Adelaide SA 5000, Australia",-34.922209,138.592152,ChIJUbW4fi_PsGoRYBYDQIPnp08
Kaplan Australia,"8 Wilkie Rd, #02-01 Wilkie Edge, Singapore 228095",1.3021165,103.8496345,ChIJhce6x3QZ2jEREv0EE1v67HA
Actuaries Institute Australia,"2/50 Carrington St, Sydney NSW 2000, Australia",-33.8663322,151.2065264,ChIJ8S-gtnWLtAERzX2guDz0pv0
Independent Tertiary Education Council Australia,"1/126 Wellington Parade, East Melbourne VIC 3002, Australia",-37.816223,144.985947,ChIJ3SFSLepC1moRQOHQp1Rcs-A
Universities Australia,"6 Temasek Boulevard, #10-02/03, Suntec Tower 4, Singapore 038986",1.2947638,103.8597841,ChIJr7fGJ38Z2jERc9AiinFv0b0
Australian College of Applied Psychology,"11/255 Elizabeth St, Sydney NSW 2000, Australia",-33.8756175,151.2093456,ChIJ9wIy30CuEmsRLVukaK-gPZ4
Australian Pacific College,"Level 9/221 Queen St, Melbourne VIC 3000, Australia",-37.8135337,144.9597639,ChIJL2lwsEpd1moRl8n94ZfZIMA
Go Study Australia,"249 Bondi Rd, Bondi NSW 2026, Australia",-33.8947323,151.2674425,ChIJnaulPbGtEmsRzcV0qkT6HY4
Australian Internships,"25 Napier Rd, Singapore 258507",1.3052727,103.8192855,ChIJu7V8-SAa2jER5nNMcTZHjKU
Laureate Australia,"George St, #10-01 One George Street, Singapore 049045",1.285657,103.847807,ChIJp2ZCoAsZ2jERa41LxyRXGq0
Engineering Education Australia,"2 Handy Rd, #02-08 The Cathay, Singapore 229233",1.299451,103.847698,ChIJ_f4go_YZ2jERcWZsh6RuSAg
Leading for Change Australia,"Suite 3/45-49 Bundock St, Belgian Gardens QLD 4810, Australia",-19.2456911,146.7959559,ChIJ__8PFvL41WsRW8JLnlCxTuA
TACIS Australia,"5/841 George St, Sydney NSW 2000, Australia",-33.8833724,151.202861,ChIJTUT7sBKvEmsRka22et-OV6s
Medecs Australia,"Suite 2, Main Building Technopark, Innovation Dr, Hobart TAS 7000, Australia",-42.8236168,147.3000252,ChIJfWIZUVILbqoR_vyuPV-VBSk
Western Academy Australia,"720 Upper Changi Rd E, 02-B SIA Training Centre, Singapore 486852",1.3453298,103.9651458,ChIJA_idvcsV2jERCZlbZ884emg
360 Education Australia,"Level 3/150 Upper Edward St, Brisbane City QLD 4000, Australia",-27.4693247,153.0280244,ChIJaXBhumVbkWsRDLCe71_lo9I
Peaceful Playgrounds Australia,"Bibra Lake WA 6163, Australia",-32.08736280000001,115.822337,ChIJHeJ_HZyiMioRXpnZFU44jNA
Australian Trade Training and Assessment,"294 Scarborough Rd, Scarborough QLD 4020, Australia",-27.205381,153.1101365,ChIJndfuQ7Pok2sRfGYWZTL12w4
Australian English Language School,"10 Anson Rd, #20-07 International Plaza, Singapore 079903",1.2756998,103.8458098,ChIJwdDSRhMZ2jERHEmNhBoL7aA
French Australian Brisbane School (FABS),"262 Montague Rd, West End QLD 4101, Australia",-27.4785742,153.0065865,ChIJhfo3sqNQkWsRHe234J_nNQE
Clover Institute formerly Australian College of Hypnotherapy,"136 Moore St, Leichhardt NSW 2040, Australia",-33.8787595,151.1608182,ChIJY_9ush-wEmsRUNYbJNd5xKM
Codekids Australia,"5/99 Francis St, Northbridge WA 6003, Australia",-31.9470083,115.8567798,ChIJN1ON5Cq7MioRqmjdEZ0TzfI
Dante Alighieri Society of Western Australia,"Tuart College, Block A Room 120/105 Banksia St., Tuart Hill WA 6060, Australia",-31.90442269999999,115.8386014,ChIJPx3AZwC7MioRtQTaG2v4QEg
ACEIS-Australian Career Education and Immigration Services,"Building, C5, Level 1, Suite/306, 2 Main St, Point Cook VIC 3030, Australia",-37.8836122,144.7351052,ChIJPZM3UPOI1moRuwE2YuSKa9o
Skills Training Group Australia,"15 Patrick Ct, Boronia VIC 3155, Australia",-37.8670793,145.2694975,ChIJq6o-eH081moRzoCYZIbDOFQ
Greek Orthodox Archdiocese Of Australia,"242 Cleveland St, Surry Hills NSW 2010, Australia",-33.8887419,151.2026463,ChIJ0XaC69ixEmsRbdCZXV7uZpw
Australian Institute of Marketing,"43A South Bridge Rd, Singapore 058677",1.2875458,103.8485953,ChIJmzznUgoZ2jERsBZx0KHXTLg
Australian College of Business & Training Pty Ltd,"27 Currie St, Adelaide SA 5000, Australia",-34.92502899999999,138.5985455,ChIJb7dbNNfOsGoR-F8SEr32Xb4
Abacus Training Institute of Australia,"134 Jurong Gateway Rd, #04-307A, Singapore 600134",1.334057,103.738851,ChIJoSscogUQ2jERjnPkWL4ZmFs
StudyBird Australia,"9/281-287 Sussex St, Sydney NSW 2000, Australia",-33.8738889,151.2040185,ChIJpcnrjDuuEmsRY9hZD-652Gc
Overseas Students Services (OSS) Australia,"1/307 Victoria St, Abbotsford VIC 3067, Australia",-37.809762,144.995047,ChIJVwPPoPxC1moRP1EvitIiOSo
Australian Science Teachers Association,"Unit 7/18 Napier Cl, Deakin ACT 2600, Australia",-35.322197,149.0964087,ChIJm1GYEEmzF2sRBaC5JqTtSBE
Australian Homestay Network,"19 McNamara St, Macleod VIC 3085, Australia",-37.729308,145.067524,ChIJm5OjHidG1moRapKdoq4IFJo
Phoenix Institute of Australia Pty Ltd,"314 Queen St, Melbourne VIC 3000, Australia",-37.8113905,144.9593617,ChIJn5YsnUpd1moRfvzdgDi2Wnc
Skills Certified Australia,"level 24/108 St Georges Terrace, Perth WA 6000, Australia",-31.9543097,115.8572596,ChIJAQDAxNW6MioRgBg5uCspR3Y
OHSA Occupational Health Services Australia,"4/460 Beaudesert Rd, Salisbury QLD 4107, Australia",-27.5470268,153.0199693,ChIJG-rgmqtakWsRrkPSyIpPbj4
Australian Apprenticeships Alliance,,,,
Eastern College Australia,"5 Burwood Hwy, Wantirna VIC 3152, Australia",-37.8595665,145.2096434,ChIJSbkFLZYV1moRr-sZB6hOjyw
USASA - University of South Australia Student Association,"Room CS 2-15 (In Student Lounge, 61-68 North Terrace UniSA City West Campus, Catherine Helen Spence Building, Adelaide SA 5001, Australia",-34.9228647,138.5917132,ChIJqatAZS_PsGoR7ItShfe20Tc
TrainSmart Australia (RTO 51771),,,,
Diversity Australia,"Gateway Building, 1 Macquarie Pl, Sydney NSW 2000, Australia",-33.861995,151.2098781,ChIJWeL-Id-vEmsRNJMBNyl7Svg
Partners in Training Australia,"7 Telford Dr, Shepparton VIC 3630, Australia",-36.374095,145.425035,ChIJKfEN-L2D2GoRS33x1PMrwuw
Australian Lutheran College,"104 Jeffcott St, North Adelaide SA 5006, Australia",-34.9089566,138.5931993,ChIJG0_dQ9HIsGoR3egxpWGT-uc
The Royal Australian and New Zealand College of Ophthalmologists (RANZCO),"94-98 Chalmers St, Surry Hills NSW 2010, Australia",-33.8861463,151.2070643,ChIJbXzf_SCuEmsRyB66mdfLtUI
George Brown College Australia,"56-58 York St, Sydney NSW 2000, Australia",-33.869824,151.206423,ChIJ03FVED-uEmsR3fqAfaX_nYw
Times Education Group Australia,"L3/1 Bay St, Broadway NSW 2007, Australia",-33.8838583,151.1948844,ChIJldFMujiuEmsRKy2JWyDKetg
Precision Industries Australia,"5/5 Merryvale Rd, Minto NSW 2566, Australia",-34.0256787,150.8356042,ChIJ-0ljQxPsEmsR-c4tb0mzvRU
Australian Option Education,"Suite 604/343 Little Collins St, Melbourne VIC 3000, Australia",-37.8154536,144.9634297,ChIJE4ep-7RC1moRR_xulGtvI-I
Medical Deans Australia and New Zealand,"15 Courtenay Street, New Plymouth 4310, New Zealand",-39.058149,174.0751048,ChIJN5tmSUROFG0RQBCQ1kEuOqs
"Study in Perth, Study in Australia","Level 4, Suite 169/580 Hay St, Perth WA 6000, Australia",-31.9546333,115.8609102,ChIJyYOHpIq8MioRlSbUJ3M_GCM
Shichida Australia,"01-19 Blok F Komersil Southkey Mosek, Persiaran Southkey 1, Kota Southkey, 80150 Johor Bahru, Johor, Malaysia",1.4969217,103.7756857,ChIJcx0-rQZt2jERmiHSmy5QaO4
Australian Technical College Western Australia - RTO Code-41279,"8 Francis St, Perth WA 6000, Australia",-31.9487457,115.8617782,ChIJjYxqvRSTMioRmSXCJOgceo8
Australian VET Quality Practitioners and Consultants'​ Association,,,,
Technion Australia,,,,
Skills Australia Institute RTO52010,"10 Victoria Ave, Perth WA 6000, Australia",-31.95708,115.865969,ChIJyQ5VCg1rrwERp-fIj2d8Lfk
Kirana Colleges Australia - KCA,"8 Figtree Dr, Sydney Olympic Park NSW 2127, Australia",-33.85044420000001,151.0699162,ChIJx2WEhLWkEmsRk56YtzQUX4Q
Australian Training Company,"30-32 Pomeroy St, Homebush NSW 2140, Australia",-33.8601098,151.0816832,ChIJBXHUcDK7EmsRBjUqVK1vQFw
Fire Tech Australia,"50 Bukit Batok Street 23, Singapore 659578",1.3393183,103.7572868,ChIJpbuRL2wQ2jER0v3_PGitvZE
Saudi Arabian Cultural Mission in Australia,"Gardens Flats, 16 Watson St, Turner ACT 2612, Australia",-35.273477,149.126443,ChIJE34L8l1NFmsRg2MxIqSs9a8
Uplift Education Australia,"149-151 George St, Liverpool NSW 2170, Australia",-33.9211325,150.9248891,ChIJmUSuo7qVEmsRPnQerzmBNuU
The Pharmaceutical Society of Australia,"2985, Jalan Bukit Merah, #02 Singapore Manufacturing Federation, 2B, Singapore 159457",1.2819609,103.8220052,ChIJwdl0_nAZ2jERWbmVblbQOdU
Australian Rural Leadership Foundation,"24 Napier Cl, Deakin ACT 2600, Australia",-35.3228734,149.0968511,ChIJ8eNYOUmzF2sRqvz9SilC0yU
The Hotel School Australia,"60 Phillip St, Sydney NSW 2000, Australia",-33.8642529,151.211935,ChIJkWHTIWquEmsRPPqDxIjQ0GQ
Le Cordon Bleu Australia-Sydney,"250 Blaxland Rd, Ryde NSW 2112, Australia",-33.8072185,151.1044098,ChIJox5xubClEmsR6jxCFxHGiIk
Internship in Australia,"1/20 Park Rd, Milton QLD 4064, Australia",-27.4706073,153.0049239,ChIJcxrBY6VQkWsRqJRQ0TauRvg
Early Learning Association Australia,"Level 3/145 Smith St, Fitzroy VIC 3065, Australia",-37.804578,144.9827359,ChIJLwwYG95C1moRi0KBoOT3zJ4
Australia Indonesia Youth Exchange Program (AIYEP),,,,
Get Qualified Australia,"320 Pitt St, Sydney NSW 2000, Australia",-33.8768587,151.2076448,ChIJk1l_HD2uEmsRWpQ3-jicifM
ELTHAM College (Australia),"1660 Main Rd, Research VIC 3095, Australia",-37.7002078,145.192891,ChIJaXOofo021moRs4wOsD7ZElw
Busy Bees Australia,"11 &, 15 Faculty Ave, Singapore 639977",1.3477643,103.6833526,ChIJ-28EZ6AP2jERXQQ_4bX_s2k
Australian College of Physical Education,"10 Parkview Dr, Sydney Olympic Park NSW 2127, Australia",-33.8450692,151.0751227,ChIJw0mQhLWkEmsR_u4fLi5Mbis
Catholic Education South Australia,"116 George St, Thebarton SA 5031, Australia",-34.9199362,138.5695722,ChIJP2pSOEPPsGoRPgy1svmA1DQ
Australian School of Entrepreneurship (ASE),"Level 28A/10 Eagle St, Brisbane City QLD 4000, Australia",-27.469215,153.029797,ChIJwWqm8C1bkWsR4AwHTL9z9W4
Australian Technical & Management College (ATMC),"8 Francis St, Perth WA 6000, Australia",-31.9487457,115.8617782,ChIJjYxqvRSTMioRmSXCJOgceo8
ATMC Australia,"104 Franklin St, Melbourne VIC 3000, Australia",-37.8081854,144.9593847,ChIJq_Z-VMtC1moRFIqv9lzGY7I
Australian and New Zealand College of Anaesthetists,"20 Pidgeon Cl, West End QLD 4101, Australia",-27.4798016,153.0028309,ChIJyy0usKJQkWsRyEBiQTFs_2w
Teacher Training Australia - TTA,"655A Darling St, Rozelle NSW 2039, Australia",-33.86247,151.170537,ChIJq6qq6sWvEmsRd59VOpygITA
KidsCo Australia,"85C Queens Bridge St, Southbank VIC 3006, Australia",-37.8237718,144.9609229,ChIJN5zzdDNo1moRF1UwHXcfKAY
UBSS Australia,"10/233 Castlereagh St, Sydney NSW 2000, Australia",-33.8759199,151.2084135,ChIJq-94i9mxEmsRL82ok3L9Gn4
Australian Careers Business College,"28 Memorial Ave, Liverpool NSW 2170, Australia",-33.9248528,150.9219311,ChIJLagg6b6VEmsR_qgSqP586RA
Australia Study,"33 Ubi Ave 3, Singapore 408868",1.333087,103.894808,ChIJJVNNpvMX2jERLGiIyMoVF2Y
Australia Student Recruitment,"Suite 2, Ground Floor/3 Alison St, Surfers Paradise QLD 4217, Australia",-28.0036008,153.4280996,ChIJEV5QSHIFkWsR3ZDxo7uGhgU
Australian Council of Graduate Research,"90 and, 92 Jln Rajah, Singapore 329162",1.3265249,103.8544998,ChIJeV15hGIX2jERD4aFEmOeoYM
Australian Musculo-Skeletal Network (AMSN),"110 Dalley St, Mullumbimby NSW 2481, Australia",-28.5541842,153.4996963,ChIJyay5UEKucgERuShJIDweEq0
Organisational Learning Australia,"1 Halford St, Moonlight Flat VIC 3450, Australia",-37.0512953,144.2210603,ChIJVVWFXys312oRwPjo8nxY6vk
Montessori Schools & Centres Australia (MSCA),"53,53-01 & 53-02, Jalan Mutiara Emas 10/19, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia",1.552892,103.784389,ChIJe5rBhYJu2jERG3qYfIPOrn8
Apollo International - Australia,"World Tower, Level 16, Suite 1602/87-89 Liverpool St, Sydney NSW 2000, Australia",-33.877274,151.2066911,ChIJ4-zgBKiwEmsRLErt0buz3ME
ACBI Australian College Of Business Intelligence,"Suite 510/451 Pitt St, Sydney NSW 2000, Australia",-33.8796248,151.2067721,ChIJKygvGSOuEmsREujHEfPGcOE
MIT Australia,"The Argus, 288 La Trobe St, Melbourne VIC 3000, Australia",-37.8099581,144.9608204,ChIJWxaJsUpd1moRYn5Uj8DP-ew
Australian Institute of Health Service Management (AIHSM),,,,
Corporate Training Solutions Australia (CTSA),"Waterfront Place, Level 19/1 Eagle St, Brisbane City QLD 4000, Australia",-27.4703089,153.0303509,ChIJvYvm4hxakWsRWHq7TMPeXa0
Magnus Recruitment Solutions Australia,"Level 7, Suite: 702, 155 Castlereagh St, Sydney NSW 2000, Australia",-33.8721203,151.2091021,ChIJs6CQyh6jEmsRndG4AwygBgE
Student Success in Australia,,,,
Health Empower Australia,"1 Coleman St, #03-24 The Adelphi, Singapore 179803",1.2913131,103.8512472,ChIJdabgLqcZ2jERmbkpft2G8JQ
Australian Drilling Industry Training Committee Ltd (ADITC),"2/6 Orion Rd, Lane Cove West NSW 2066, Australia",-33.807946,151.1474687,ChIJBQujB12vEmsRyak_ZS0TjXA
YEmpower Australia,"8 Wilkie Rd, #02-01 Wilkie Edge, Singapore 228095",1.3021165,103.8496345,ChIJhce6x3QZ2jEREv0EE1v67HA
"AMET Education, Australia","248 Swanston St, Melbourne VIC 3000, Australia",-37.811992,144.965248,ChIJA9SLQMpC1moRNukGRT9Ri7U
BullEx Australia,"11 Ryeland Ct, North Geelong VIC 3215, Australia",-38.1032906,144.3481404,ChIJhZVXXtUW1GoRwSg6oC4uPig
Skills Leap Australia,"Suite 6/750 Blackburn Rd, Clayton VIC 3168, Australia",-37.910255,145.1418084,ChIJhWgzQbM41moRBNA2ZPszwwE
IAESTE Australia,,,,
"Bedssi, Accommodation Solutions Australia","Level 1 The Boardwalk, 2, Jalan Taylor's, 47500 Subang Jaya, Selangor, Malaysia",3.0645752,101.6161455,ChIJzXfQVH1LzDER_kh_GDPKnz8
Australia China Education,"Level 7/263 Clarence St, Sydney NSW 2000, Australia",-33.8719951,151.2054019,ChIJhTTDuz6uEmsRYFWIWjzjD4c
Australian Training Institute,"Level 6, Suite 610/118 Church St, Parramatta NSW 2150, Australia",-33.8185639,151.0040863,ChIJvcH9Cx-jEmsRUHtJrNBwSxE
Edvantage Institute Australia,"338 Queen St, Melbourne VIC 3000, Australia",-37.8107762,144.9590362,ChIJI0wRLnFd1moRh7uYilY2phw
INUS AUSTRALIA,"85-91 Queen St, Melbourne VIC 3000, Australia",-37.8164713,144.9610615,ChIJRYyhVEtd1moRalAqA9L-uIc
Sustainable Advantage Group Australia,"8/55 Hunter St, Sydney NSW 2000, Australia",-33.8664911,151.2102695,ChIJXbmamOatEmsRLd7CDsyNs74
Health Academy Australia,"56 Riverwalk Ave, Robina QLD 4226, Australia",-28.0800856,153.3818118,ChIJmbVl1rcckWsRI22yMH989cU
education ONE - Konsultan Pendidikan Australia,"Blok A1 No 1-2, 2nd Floor (Diatas Alfamart Ruko Grand California, Jl. Jend. A. Yani, Taman Baloi, Batam Kota, Batam City, Riau Islands 29462, Indonesia",1.1189821,104.037101,ChIJPRsg6T2J2TERQABAA85HLEo
International Education Network (IEN Australia Pty Ltd),"24 Alexandra Rd, Singapore 119963",1.2736761,103.8015216,ChIJwz3yHMEb2jERLt5oM1ouQTE
Australian Tutoring Company,"Level 13/465 Victoria Ave, Chatswood NSW 2067, Australia",-33.7968897,151.1799262,ChIJU2P4D-2uEmsRaMK4i1XOWM0
WorldStrides Australia,"264 Keilor Rd, Essendon North VIC 3041, Australia",-37.7386761,144.8963168,ChIJz2LdGYpc1moRkukJl7v1yO0
Cambridge International College Australia,"297 Hay St, East Perth WA 6004, Australia",-31.9577888,115.8695067,ChIJG9Hxsia7MioRyaqTOD_5jr8
"Institute of Certified Management Accountants, Australia","50 Raffles Place, Level 30 Singapore Land Tower, Singapore 048623",1.2846487,103.8520824,ChIJOboCdw4Z2jERURXxKsU9Adw
