Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Canaccord Genuity Australia,"333 Collins St, Level 15, Melbourne, Victoria 3000, AU",Canaccord Genuity is one of Australia’s leading full service stockbroking and wealth management firms. We are driven by your success and offer a personalised service focused on building long-term relationships. Our goal is to build and protect your wealth by developing an investment strategy tailored to your individual needs and aspirations.,1300 582 256,Financial,201-500 employees,https://www.canaccordgenuity.com/wealth-management-australia,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/canaccord-genuity-australia/,"Level 15/333 Collins St, Melbourne VIC 3000, Australia",-37.816564,144.9638509,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Maqro Capital,"64 Clarence St, Level 3, Sydney CBD, New South Wales 2000, AU","Maqro Capital focuses on providing investors, both new and experienced with the right variety of tools to take on the markets. Whether you'd like to work alongside one of our expert investment advisers or trade yourself - Maqro got you covered! #FinancialAdvice #FinancialAdviser #FinancialAdvisor #FinancialNews #TradingPlatform #TechnicalAnalysis #ASX #ASXNews #WealthManagement #AustralianStockMarketNews #USStockMarketNews #StockMarketResearch #ASXResearch #MaqroCapital",+61 2 92624170,Financial,11-50 employees,https://www.maqro.com.au,"Sydney CBD, New South Wales",Privately Held,null,https://www.linkedin.com/company/maqrocapital/,"Level 3/64 Clarence St, Sydney NSW 2000, Australia",-33.8665052,151.20519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Alpha Fintech,null,"Alpha Fintech has developed the world’s first omni-channel solution access platform that consolidates the entire payments, risk and transaction world on one platform, the AlphaHub. The AlphaHub is fintech‘s first end-to-end middleware, connecting the merchant buyer and vendor supplier across the entire payments, risk and commerce spectrum through a single API and UI.Now there is a single ecosystem for Payment Providers to plug into and expose their solutions, Banks and other Financial Institutions to access and sell these solutions, and Merchants to gain access to use and customize between available solutions. With Alpha, acquirers and payment gateways morph into digital commerce solution enablers by transforming the payment transaction into an information entry point, away from the solution dead-end it is today. For further information, go to www.alphafin.tech or follow us on Twitter at @AlphaFintech",null,Financial,51-200 employees,http://www.alphafin.tech,null,Privately Held,null,https://www.linkedin.com/company/alpha-fintech/,"160 Robinson Rd, #18-08 SBF Center, Singapore 068914",1.278027,103.8479839,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MCP,"Level 6, 575 Bourke Street, Melbourne, Victoria 3000, AU","With origins back to 1994, MCP assists individuals and business with a range of financial, legal, insurance and advisory solutions.   We help our clients deal in and protect their assets.This includes commercial and residential finance broking, general commercial law, general insurance, personal insurance, personal legal services such as conveyancing, wills, probate and family law.   We also provide mentoring and advisory support to the owners of small to medium businesses, including those looking to acquire or sell their business.Based in the Melbourne CBD and across Regional Victoria, MCP has a vast network of business contacts and is experiened in working in with your existing advisors, including accountants and financial planners.For further information visit www.mcpfinancial.com.au",396202001,Financial,11-50 employees,http://www.mcpfinancial.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/mcp/,"Unnamed Road, Singapore",1.4083481,103.7212885,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Euroz Hartleys Limited,"Level 18, 58 Mounts Bay Road, Perth, WA 6000, AU","Euroz Hartleys is a full service stockbroking and advisory firm based in Perth, Western Australia. We combine the client engagement of a boutique firm with the financial backing and resources of a larger group to deliver clients with dynamic wealth solutions across institutional, corporate and private clients.",+61 8 9488 1400,Financial,51-200 employees,http://www.eurozhartleys.com,"Perth, WA",Public Company,null,https://www.linkedin.com/company/euroz-hartleys-securities/,"Level 18/58 Mounts Bay Rd, Perth WA 6000, Australia",-31.9550897,115.8532717,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Amfin,"Suite 705 / 12 Century Circuit, Norwest, NSW 2153, AU","Amfin is a finance technology company founded to service mortgage brokers and referrer partner networks.Amfin provides streamlined asset finance and educational solutions for mortgage brokers and referrer partners. Combined with a fast and personalised online application process, our friendly and experienced team have helped thousands of clients with asset finance, business finance and automotive such as new vehicles, boats, equipment and machinery for their business and more.Our mission is simple; to deliver a seamless experience for both referrers and their clients by simplifying the transactional and settlement process.Experience the Amfin difference today by calling 1300 393 061 or visit https://www.amfin.com.au",1300 393 061,Financial,11-50 employees,https://amfin.com.au/,"Norwest, NSW",Privately Held,null,https://www.linkedin.com/company/amfinau/,"Suite 705/12 Century Cct, Norwest NSW 2153, Australia",-33.7322789,150.9646905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
K2 Asset Management Ltd,"Level 32, 101 Collins Street, Melbourne, VIC 3000, AU","Established in 1999 K2 Asset Management Ltd is an Australian based equity fund manager. It is wholly owned by K2 Asset Management Holdings Ltd which is a publicly listed company on the Australian Securities Exchange with the majority owned by the directors and employees of K2.

Since inception we have been recognised as a leading fund manager delivering consistent performance. Our achievements make us a leading investment choice – not only amongst specialist funds but also as an alternative to mainstream fund management brands.

At K2 we are focused on our ability to deliver a strong and well-implemented investment strategy. We base this strategy on always keeping a watchful eye on the equity markets and having the right processes and people to achieve successful outcomes over time.

With market volatility an increasing fact of life we know that capital protection is paramount. We 
invest in equity markets to generate growth but also are focused on protecting our clients gains during volatile periods.

K2's funds are available for institutional and retail investors and can be accessed directly or via a range 
of investment platforms.

Our results support the success of this strategy.",414614225,Financial,11-50 employees,http://www.k2am.com,"Melbourne, VIC",Public Company,null,https://www.linkedin.com/company/k2-asset-management/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HCG Companies,null,"Established in 2003 as a single family office, HCG offers capital service, financial services and best in class research for small business, entrepreneurs and family offices across the world.",404-585-0723,Financial,51-200 employees,http://www.hcgcompanies.com,"Atlanta , Georgia",Privately Held,null,https://www.linkedin.com/company/hagancapital-hcg/,"8 Tuas View Circuit, Singapore 637777",1.293734,103.6324738,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Crescent Wealth Super,null,"At Crescent Wealth, we’re proud to be Australia’s premier Islamic super and investment fund, offering our members responsible investment options that benefit, rather than harm humanity.Our mission is powerful but simple: to ensure all Australians can protect and grow their retirement wealth without compromising their core values, and beliefs.Our approach actively avoids investments in industries such as gambling, alcohol, tobacco, weaponry, and interest-earning organisations. We focus on profitable, asset-based investments that contribute to the advancement of humanity, forge community engagement, and cement responsible investing as an accessible option for all Australians.We do this with a collaborative spirit, by leveraging connections, and by giving back to the community.Since 2013, Crescent Wealth has helped thousands of Australians to protect and grow their superannuation, whilst helping steward humanity.The exciting thing is, we're only just beginning. The future of superannuation is her now. It's no longer a necessary evil, but a movement where choice truly has a voice.And at Crescent Wealth, we're here to make that happen.To find out more please call us on 1300 926 626.",null,Financial,11-50 employees,http://www.crescentwealth.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/crescent-wealth/,"Grosvenor Place, Level 32/225 George St, Sydney NSW 2000, Australia",-33.8629649,151.207252,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Partners Wealth Group,"Level 13, 636 St Kilda Road, Melbourne, Victoria 3004, AU","Partners Wealth Group is here to empower you to unlock a world of possibilities.As your partner and trusted advisor, we are here to help you to explore and fulfil your goals - in your personal life, your professional career or in your business - both now and into the future.We share our wealth of knowledge through innovative financial advice, bespoke investment solutions and specialist superannuation and SMSF advice. Our lending, legal and insurance services help you not just to grow your wealth, but to preserve and protect it too.Access to a broad range of wealth expertise under the one roof, means you receive a truly holistic approach to your financial and lifestyle needs, tailored to your unique journey.We are proud to be an Australian company, helping our fellow Australians since 2003. Our proven track record, national presence and strong financial backing give us, and you, confidence for the future. We offer our business partners and clients a true partnership, where your best interests are at the forefront of every decison.There is a whole world of possibilities out there.We have the wealth of knowledge to help you unlock them all.",null,Financial,51-200 employees,https://www.pwg.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/partnerswealthgroup/,"level 3/1 Preston St, Como WA 6152, Australia",-31.994054,115.85652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aura Group,null,"Aura Group is an Asia Pacific focused wealth and funds management business. Founded in Australia in 2009, our head office is in Singapore, with an expanding footprint across Asia, including expansion into Hong Kong in Q1 2020.Aura Group partners with private clients, family offices, foundations, corporates and institutions. We take a client centric approach, providing innovative products and tailored solutions to meet the needs of our clients. Aura is privately owned by staff and several strategic investors across Asia Pacific.",+65 6202 9602,Financial,51-200 employees,http://www.aura.co,"Singapore, Singapore",Privately Held,null,https://www.linkedin.com/company/aura-group-co/,"1 Phillip St, #09 00 Royal One Phillip, Singapore 048692",1.2850214,103.8500341,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Beforepay,"4/11 York St., Sydney, Australia, NSW 2000, AU","Beforepay is pioneering Australia’s first Pay On Demand™ service to give members instant access to their pay in a way that is transparent, fair and flexible. Our mission is simple: we free up access to wages through sophisticated technology, giving Australians greater control over their finances. Launched in late 2019, Beforepay offers its Pay On Demand™ solution at a 5% fixed fee with no interest or hidden fees. By bringing a buy now, pay later model to salaries, Beforepay is empowering consumers to take control of their financial well-being.2020 Winner Ashurst FinTech Startup of the Year",null,Financial,11-50 employees,https://link.beforepay.co/9cuh/c145c494,"Sydney, Australia, NSW",Privately Held,null,https://www.linkedin.com/company/beforepay/,"8 Jln Kilang Timor, #02-01 Kewalram House, Singapore 159305",1.2843818,103.809358,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
STM Group PLC,null,"STM is a multi-jurisdictional financial services group listed on AIM, a market operated by the London Stock Exchange. The Group specialises in the administration of client assets in relation to retirement, estate and succession planning and wealth structuring. Today, the Group has operations in the UK, Gibraltar, Malta, Jersey and Spain. STM has developed a range of pension products for UK nationals and internationally domiciled clients and has two Gibraltar life assurance companies which provide life insurance bonds – wrappers in which a variety of investments, including investment funds, can be held. STM’s growth strategy is focussed on both organic initiatives and strategic acquisitions.",null,Financial,201-500 employees,http://www.stmgroupplc.com,"London, London",Public Company,null,https://www.linkedin.com/company/stm-group-plc/,"18 Athol St, Isle of Man IM1 1JA, United Kingdom",54.1495783,-4.481808,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Advantedge Financial Services,AU,"Advantedge Financial Services (Advantedge) is part of the National Australia Bank Group and is Australia’s leading wholesale funder and distributor of white label home loans. Our mission is to build the best white label products and a dedicated service model that support brokers to deliver a great customer experience. We provide customers the essential home loan features, at competitive rates and with great service. Our white label home loan provides simplicity, quality and offers value.The Advantedge business is committed to brokers and aggregators, forging strong partnerships and is founded on a business commitment to help give brokers the relationship edge to succeed.Advantedge. Get the relationship edge.",null,Financial,201-500 employees,http://www.advantedge.com.au/,null,Privately Held,null,https://www.linkedin.com/company/advantedge-financial-services/,"Level 10/101 Collins St, Melbourne VIC 3000, Australia",-37.814569,144.9703813,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Entity Solutions,null,"Since 1999, Entity Solutions has designed and delivered tailored workforce solutions to enable businesses to experience the benefits of managing a workforce in the evolving world of work.We specialise in: contractor management services, outsourced payroll services, migration services and workforce technology solutions.Whether you’re a large corporate, small to medium enterprise, recruitment agency, consultancy or a contractor, we have the right solutions for your workforce needs.",null,Financial,51-200 employees,http://www.entitysolutionsgroup.com,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/entity-solutions/,"65, #46-00 Chulia St, OCBC Centre, Singapore 049513",1.285184,103.8488954,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Vannin Capital,null,"Established in 2010, Vannin Capital is the global expert in legal finance, supporting law firms and corporations in the successful resolution of high-value commercial disputes.From single case funding, to portfolio finance and defense arrangements, we offer creative capital solutions that are tailored to our clients’ needs.Our global team of legal and financial experts cover the key commercial litigation and arbitration centres from our offices in London, Jersey, Paris and Sydney.More than just capital, we combine global experience with local knowledge to deliver the highest standard of service and expertise to our clients around the world.A market leader, we are a member of the Association of Litigation Funders of England and Wales (ALF), conducting our business to the highest standards in line with its code of conduct.",null,Financial,11-50 employees,http://vannin.com,"St Helier, Jersey",Privately Held,null,https://www.linkedin.com/company/vannin-capital/,"1 King St, London EC2V 8AU, United Kingdom",51.5141697,-0.0920825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LUCRF Super,"833 Bourke Street, Docklands, Victoria 3008, AU",Be part of the industry super fund that works hard for you.For over 40 years we’ve supported members and their communities.We’ll continue to build a stronger super system and secure financial future for every member.Let’s work together for a better future.,1300130780,Financial,51-200 employees,http://www.lucrf.com.au,"Docklands, Victoria",Nonprofit,null,https://www.linkedin.com/company/lucrf-super/,"833 Bourke St, Docklands VIC 3008, Australia",-37.820048,144.9436217,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OpenMarkets Group,"Level 5, Suite 3, 500 Collins Street, Melbourne, VIC 3000, AU","OpenMarkets Group (OMGroup) operates Australia's largest independent stockbroker and offers a full suite of trading technologies for financial planners, financial advisers, retail investors and fintech platforms (apps, platforms, robos, etc). After a series of significant mergers and acquisitions, OMGroup is now led by Managing Director Ivan Tchourilov, Chief Technology Officer, Brock Janiczak and Chief Operating Officer and General Counsel, Deane Sweeney. The group is headquartered in Melbourne, Australia and employs more than 45 people Australia wide.We are an Australian Financial Services licensee (246705) and full market participant of ASX, Chi-X and NSX with trading, clearing and settlement memberships.We set ourselves apart from other brokers with our ecosystem, open APIs and open philosophy towards third party integration. Our partners include robo-advisers, online brokers, banks, wealth management platforms and administration providers, who share the same vision for open connectivity to create a new world of possibilities for investors.Since opening the doors in 2013, our open philosophy has helped us rapidly grow, consistently ranking OpenMarkets in the top 15 brokers in Australia by trading volume.In 2016, OpenMarkets received a 5-star CANSTAR rating for outstanding value in share trading and ranked #3 in the Deloitte Technology Fast 50. In 2017, we ranked #34 in the AFR Fast Starters List and were finalists in the Platform Innovator of the Year category at the 2017 and 2018 Fintech Business Awards.It is our collaborative approach, open technology and pioneering attitude that allows us to look beyond tradition and think about what’s next – making OpenMarkets the trading platform of the future and ideal partner for the financial services industry.",null,Financial,51-200 employees,http://www.openmarkets.group,"Melbourne, VIC",Privately Held,null,https://www.linkedin.com/company/openmarkets-online-investing/,"Level 5, Suite 3/500 Collins St, Melbourne VIC 3000, Australia",-37.8176127,144.9574838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VentureCrowd,"Level 4, 66 Hunter Street, Sydney, NSW 2000, AU","VentureCrowd is Australia's only multi-asset class crowdfunding platform, providing investors with direct access to alternative investment opportunities that have traditionally been limited to institutional investors or specialised lenders. We empower entrepreneurs, established business owners, property developers and lenders via access to alternative finance from a crowd of sophisticated and accredited investors.We align all parties, offer complete transparency, and help drive portfolio diversification through early-stage businesses, premium property developments and alternative debt investments.VentureCrowd is powered by Artesian Venture Partners, one of Australia's leading venture capital firms.Follow us to learn about equity crowdfunding in Australia. Visit our website to explore curated investment opportunities.",null,Financial,11-50 employees,https://www.venturecrowd.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/venturecrowd-pty-ltd/,"L4/66 Hunter St, Sydney NSW 2000, Australia",-33.865967,151.21034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Equipsuper,"Level 12, 330 Collins Street, Melbourne, VIC 3000, AU","Equip is recognised as one of Australia's most dynamic and innovative super funds and has a long history of providing reliable support and service to employers and our members. We stay connected with members and their employers, recognising that financial education and advice are powerful enablers in helping people to make better financial decisions and these programs. This is why we reach out across the community and aim to be available with information and services whenever and wherever people need us - both on and offline. We have also been recognised for breakthrough thinking in product design, most recently through our award-winning Equip MyPension retirement income product that looks after income today and savings for tomorrow. If your business is interested in promoting personal and financial well-being for your employees, you need look no further than Equip to help you on your way. We are changing the conversation about super to focus on income as an individual's most important asset.  We help our members create an income for the future, while protecting them against loss of income today through flexible, attractively priced insurance cover.Start the journey to better equip your business and employees with member-focused superannuation and advice by contacting Charlie Yanni on cyanni@equipsuper.com.auWe look forward to hearing from you!",null,Financial,51-200 employees,http://www.equipsuper.com.au,"Melbourne, VIC",Nonprofit,null,https://www.linkedin.com/company/equipsuper/,"Level 12/330 Collins St, Melbourne VIC 3000, Australia",-37.8162807,144.9631714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
