Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
QuickFix Computers and Notebooks,null,null,null,Computer Hardware,null,http://yeswefix.com.au,"Liverpool, New South Wales",null,null,https://www.linkedin.com/company/quickfix-computers-and-notebooks/,"1/407 Hume Hwy, Liverpool NSW 2170, Australia",-33.9360475,150.9145849,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GT-Micropro,null,null,null,Computer Hardware,null,http://gtmicropro.com.au,null,null,null,https://www.linkedin.com/company/gt-micropro/,"4 Gerald Cres, Doonside NSW 2767, Australia",-33.7455612,150.8741129,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Straight Forward Computing,null,null,null,Computer Hardware,null,null,null,null,null,https://www.linkedin.com/company/straight-forward-computing/,"229 Mountbatten Rd, #03-38 Mountbatten Square, Singapore 398007",1.3076402,103.8811851,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Teksolution Computing Services,null,null,null,Computer Hardware,null,null,"Thornleigh, New South Wales",null,null,https://www.linkedin.com/company/teksolution-computing-services/,"No 42/20 Thiruvalluvar Salai, Periya, Kodungaiyur, Chennai, Tamil Nadu 600118, India",13.1378293,80.2467222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Inkdirect,null,null,null,Computer Hardware,null,null,null,null,null,https://www.linkedin.com/company/inkdirect/,"122 Fergusson Street, Feilding 4702, New Zealand",-40.2261535,175.5680051,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PCAU.COM,null,null,null,Computer Hardware,null,http://pcau.com,null,null,null,https://www.linkedin.com/company/pcau-com/,"Suite 208/35 Doody St, Alexandria NSW 2015, Australia",-33.916493,151.195982,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SECA Computer,null,null,null,Computer Hardware,null,http://secacom.com.au,null,null,null,https://www.linkedin.com/company/seca-computer/,"13/12 Churchill Ave, Strathfield NSW 2135, Australia",-33.8728513,151.0933058,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PC Space,null,null,null,Computer Hardware,null,null,"Hawthorn East, Victoria",null,null,https://www.linkedin.com/company/pc-space/,"Eco Palladium, Jln Ekoflora 7/2, 81100 Johor Bahru, Johor, Malaysia",1.5882421,103.7586482,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Userland Australia,null,null,null,Computer Hardware,null,null,null,null,null,https://www.linkedin.com/company/userland-australia/,"3 HAPENNY LANE OFF, Katoomba St, Katoomba NSW 2780, Australia",-33.716316,150.310866,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
IShop Cairns,null,null,null,Computer Hardware,null,http://ishopcairns.com,null,null,null,https://www.linkedin.com/company/ishop-cairns/,"116A Grafton St, Cairns City QLD 4870, Australia",-16.921792,145.7739246,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Opentec Solutions,"2 Southridge St, Unit 4, Eastern Creek, New South Wales 2766, AU",Opentec is Australia's original rugged computer specialist. We pioneered ruggedised portable computer technologies back in the 1990s and have been delivering market-leading ruggedised  computers and computer-based solutions ever since.,null,Computer Hardware,11-50 employees,http://opentec.com.au,"Eastern Creek, New South Wales",Public Company,1994,https://www.linkedin.com/company/opentec-solutions/,"Unit 4/2 Southridge St, Eastern Creek NSW 2766, Australia",-33.8136616,150.8420278,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aftershock PC Australia,"Melbourne,   AU","AFTERSHOCK PC was founded in 2012 by a team of hardware enthusiasts, competitive gamers and IT professionals. In the many years since our founding, our team of master craftsmen has time and time again proven that we are able to deliver the ultimate boutique pc experience through a combination of craftsmanship, no compromise service and value.Multi-award winning PC brandEvery Performance PC and Laptop that goes through Aftershock PC’s assembly line is carefully hand assembled and triple-tested by a dedicated team of enthusiasts, ensuring that you get world class cable management, build quality and quality assurance everytime.",(03) 9043 3893,Computer Hardware,11-50 employees,http://www.aftershockpc.com.au,null,Privately Held,null,https://www.linkedin.com/company/aftershock-pc-australia/,"null, Melbourne, null, null, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Saerox Corporation,null,"Computer systems company that designs and develops computer systems.  Notebook, desktop, and operating system due for 2015.  We've only got two employees at the moment, but they're very skilled and working hard.  Interested in investing?  Contact Jason Prince.",null,Computer Hardware,2-10 employees,http://www.saerox.com/,"Lyons, Colorado",Self-Employed,2008,https://www.linkedin.com/company/saerox-corporation/,"null, Cairns, QLD, 4868, AU",-17.00059,145.7344,Cairns,Secondary development office,"null, Lyons, Colorado, 80540, US",39.756443,-104.99415,Lyons,Main development office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,US
I-Tech Computers,null,null,null,Computer Hardware,null,http://i-techcomputers.com.au,"Sydney, New South Wales",null,null,https://www.linkedin.com/company/i-tech-computers/,"NO.12, LEVEL 4, PLAZA PELANGI, 2, Jalan Kuning, Taman Pelangi, 80400 Johor Bahru, Johor, Malaysia",1.4800304,103.7652119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JEA Technologies,"41-49 Norcal Rd, Unit 36, Nunawading, Victoria 3131, AU","JEA Technologies Pty Ltd was established in 2003 and we are a specialist distributor of electronic peripherals covering Australia and New Zealand. We focus on industrial, professional and commercial applications.  JEA has partnered with leading global manufacturers to bring their products to Australia and New Zealand, and we provide in depth technical, commercial and logistics support to our customers on these products.Our people are product specialists who have many years’ experience working with the products, suppliers and customers. This experience has often made the difference between a successful product deployment or a costly failure by our customers.We work closely with our customers to fully understand their needs from both technical and commercial perspectives, we then recommend optimum solutions to meet our customer’s needs. We back up this consultative process with in depth stock, logistics services, and in house repair services that can provide both warranty and non-warranty repairs and spare parts.JEA specialises in touch screens, touch monitors, commercial and industrial LCDs, medical grade displays and computers, cash and encrypted cashless payment products, air conditioners, industrial modems and routers, Hand Arm Vibration (HAV) safety devices, safety lights and helmets, computers and computer products as well as thermal printers for kiosks.If you require something from any of the categories above, please get in touch with the friendly staff at JEA Technologies. www.jeatech.com.au | 03 8736 0330 | sales@jeatech.com.au",03 8736 0330,Computer Hardware,2-10 employees,http://www.jeatech.com.au/,"Nunawading, Victoria",Partnership,2003,https://www.linkedin.com/company/jea-tech/,"Unit 36/41-49 Norcal Rd, Nunawading VIC 3131, Australia",-37.823016,145.182444,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
OriginPC Australia,AU,"ORIGIN delivers the best gaming experience period, but what does that mean? It means the best parts and technology the computer gaming industry has to offer. It means world class support from day one and ORIGIN's support never ends. It means having a team of people who understand the art of elite system building and maintenance, standing by to assist you when you need it. It means never having to feel you made the wrong choice",null,Computer Hardware,11-50 employees,http://www.originpc.com.au,null,Privately Held,null,https://www.linkedin.com/company/originpc-australia/,"null, null, null, null, AU",-25.574999,134.3547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Agile Data Services,"4B Wilmette Place, Mona Vale, New South Wales 2103, AU","AgileData Services provide a range of IT services that save our customers time and money.We are focused on what is best for the customer, not what is best for the vendor. We can sell or rent, new and refurbished end of life hardware, purchase your surplus equipment and provide on-site multi-vendor hardware support for your entire IT infrastructure.",1300 020 347,Computer Hardware,2-10 employees,https://www.agiledataservices.com.au/,"Mona Vale, New South Wales",Privately Held,null,https://www.linkedin.com/company/agile-data-services/,"1 Kaki Bukit Rd 1, Singapore 415934",1.3330524,103.9018151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SecuTech Solutions Inc.,"32 Delhi Rd, NORTH RYDE, NSW 2113, AU","SecuTech Solution Inc. founded in 2005, is the global leader in providing software protection and license management solution, secure managed portable storage, two-factor authentication, and cloud computing. Its best-of-breed product portfolio meets the highest security, performance, and privacy standards of the most demanding software vendors, enterprise, government, and financial customers. SecuTech's​ UniKey Software Rights Management products are the 1st Driverless Hardware key choice of software developers and publishers to protect intellectual property, increase revenues, and reduce losses from software piracy. UniToken is a USB-based authentication solution. The UniToken secure Web gateway provides the most advanced protection against the latest Web-based threats and attacks. UniOTP is an open, flexible authentication solution that supports any form of authentication, including Windows Logon, Active Directory authenticating, cloud computing, and mobile authentication, it is natural that SecuTech includes OATH compatibility within its UniOTP two-factor authentication architecture. Over 1,000 customers in 62 countries choose SecuTech security products to protect their invaluable data and networks. SecuTech has resellers and offices in 16 countries, a worldwide network of channel partners, and has won numerous awards for innovation. SecuTech is a privately-held company headquartered in Montreal, Canada.",null,Computer Hardware,51-200 employees,https://www.esecutech.com/,"NORTH RYDE, NSW",Privately Held,2005,https://www.linkedin.com/company/secutech-solution-inc/,"32 Delhi Rd, NORTH RYDE, NSW, 2113, AU",-33.84907,151.13834,NORTH RYDE,Delhi Corporate,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Chainway Australia,"533 Blackburn Road, Mt Waverley, Victoria 3149, AU","Authorised Australian distributor and support centre for Chainway industrial handhelds and tablets. We supply hardware and software solutions to all industries and businesses in need of RFID, barcode and data collection solutions.",03 9028 7581,Computer Hardware,2-10 employees,http://chainway.net.au,"Mt Waverley, Victoria",Privately Held,2005,https://www.linkedin.com/company/chainway-australia/,"15 Rimfire Dr, Hallam VIC 3803, Australia",-38.018747,145.272861,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Blupeak,"91 Phillip St, Parramatta, New South Wales 2150, AU","Blupeak is a leading edge manufacturer of premium commercial and consumer electronic products. Our broad range of connectivity solutions cover all your IT ( Information Technology ), AV ( Audio Visual ), Data and mobile power needs. All our products are designed to unlock the true potential of your on hand technology with increased efficiency and simplicity (true plug and play). We have pioneered the market with products that are smart yet simple to use. Our in-house R&D team are dedicated to delivering superior technology, premium quality, industry certified (MFi, WPC Qi, RCM, RoHS) connectivity solutions that easily integrate with your everyday life.Blupeak offers connectivity & productivity solutions for your home/office requirements, commercial solutions for your business IT needs as well as mobile solutions to keep you connected while on the road.",null,Computer Hardware,2-10 employees,http://www.blupeak.com.au,"Parramatta, New South Wales",Privately Held,2018,https://www.linkedin.com/company/blupeak/,"91 Phillip St, Parramatta, New South Wales, 2150, AU",-33.84907,151.13834,Parramatta,Level 7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Goodmayes Online - Computer Online Store Australia,"NSW, NSW 2000, AU","Goodmayes Online is Australia's leading online computer, Laptop and accessories store. Buy Best Computers, Servers, Laptops at best Price with Industry Experts.",null,Computer Hardware,2-10 employees,https://goodmayesonline.com/,"NSW, NSW",Self-Employed,null,https://www.linkedin.com/company/goodmayesonline/,"Goodmayes Retail Park, 5, High Rd, Chadwell Heath, Ilford RM6 4HX, United Kingdom",51.5668941,0.1165198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Secure Appliance Systems,"4123, AU","Secure Appliance Systems Pty Ltd, is a company specialising in small business computing solutions.
Secure Appliance Systems provides enterprise solutions for small businesses, infrastructure that just works, which in turn allows SME's to focus on what they do best, running their business. Please go to our website (listed below) for more information.",null,Computer Hardware,2-10 employees,http://www.secureasystem.com,null,Privately Held,2009,https://www.linkedin.com/company/secure-appliance-systems/,"null, null, null, 4123, AU",-27.47126,153.01831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
101 iT Pty Ltd,"4066, AU","101 iT Pty Ltd 
Involved in the IT sales and service industry since the mid 80’s the sales team at 101 iT will ensure the customer, gets the right product at the right price to suit their requirements.  Hence the 101 iT mission statement – Right Product | Right Price.  101 iT consistently delivers the lowest prices on a vast number of IT products while still maintaining a high level of service.  Our aim is to exceed your expectations",null,Computer Hardware,2-10 employees,http://www.101iT.com.au,null,Privately Held,null,https://www.linkedin.com/company/101-it-pty-ltd/,"null, null, null, 4066, AU",-27.47126,153.01831,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
UberNerd,"30 Proctors Road, Sandy Bay, Tasmania 7005, AU",Hobart-Based same day computer and tech solutions to your door.,476293630,Computer Hardware,2-10 employees,http://www.UberNerd.com.au,"Sandy Bay, Tasmania",Privately Held,2017,https://www.linkedin.com/company/ubernerdau/,"4 Beverley Grove, West Moonah TAS 7009, Australia",-42.8481108,147.2836535,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
A PC GENIUS,null,"A PC GENIUS is a computer hardware company based out of Sydney, New South Wales, Australia.",null,Computer Hardware,2-10 employees,http://www.apcgenius.com,"Sydney, New South Wales",null,null,https://www.linkedin.com/company/a-pc-genius/,"270 Orchard Rd, Singapore 238857",1.3028881,103.8363884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sangsurya,null,null,null,Computer Hardware,null,http://sangsurya.com.au,"Byron Bay, New South Wales",null,null,https://www.linkedin.com/company/sangsurya/,"95 Old Bangalow Rd, Byron Bay NSW 2481, Australia",-28.669373,153.604606,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Welcome To Alliedinfo,null,null,null,Computer Hardware,null,http://alliedinfo.com.au,"Cromer, New South Wales",null,null,https://www.linkedin.com/company/welcome-to-alliedinfo/,"10/176 S Creek Rd, Cromer NSW 2099, Australia",-33.7336482,151.2807685,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Compuman,null,null,null,Computer Hardware,null,http://compuman.com.au,null,null,null,https://www.linkedin.com/company/compuman/,"111 Fulton St #706, New York, NY 10038, United States",40.7100217,-74.0068304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ICT Lifecycle - Hardware and Software Solutions,"1359 Kingsford Smith Dr, Brisbane, Queensland 4009, AU",ICT Lifecycle is an information and communication technologies solution provider for the modern day business. We are able to assist with many value added services which will ensure an effortless IT buying and disposal experience for our customers.,null,Computer Hardware,2-10 employees,https://www.ictlifecycle.com.au,"Brisbane, Queensland",Privately Held,2018,https://www.linkedin.com/company/ict-lifecycle/,"1359 Kingsford Smith Dr, Brisbane, Queensland, 4009, AU",-27.47126,153.01831,Brisbane,ICT Lifecycle,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
OM Laptop Repair Centre,null,"We offer you Professional, Quick and Reliable service with Reasonable price.",null,Computer Hardware,null,http://omlaptoprepairs.com,null,null,null,https://www.linkedin.com/company/om-laptop-repair-centre/,"221, #06-13 Henderson Rd, Henderson Building, Singapore 159557",1.2805136,103.8208177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Infortech Distribution,null,Infortech Distribution is a computer hardware company based out of Australia.,null,Computer Hardware,null,http://infd.com.au,null,null,null,https://www.linkedin.com/company/infortech-distribution/,"No. 53, Jalan Rosmerah 2/1, Taman Johor Jaya, Johor, 81100 Johor Bahru, Malaysia",1.535228,103.793873,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PCG4M3R Systems & Services,"60 Bronzewing Dr, Erina, New South Wales 2250, AU","Kym Herbert's unwavering enthusiasm for PC gaming hardware is the heart and soul of PCG4M3R.

After many years of building custom gaming PC ‘s for fun, family and friends, PCG4M3R was born as a way of satisfying the PC building addiction.

Now the fantasy of regularly building the most kick butt gaming machines for anyone who shares the same slightly insane passion has become a reality.

Serious amounts of love go into every single PC we have built... and that's a lot of PCs. 

Kym Herbert with PCG4M3R aims to make custom gaming PC ‘s available to all who share the same passion.

Get in touch with us with your insane ideas and be welcomed into our PC gaming asylum.",+61 414722014,Computer Hardware,2-10 employees,http://pcg4m3r.com/,"Erina, New South Wales",Sole Proprietorship,2008,https://www.linkedin.com/company/pcg4m3r/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Wilkie's PCs,"Army Rd, Pakenham, Victoria 3810, AU","Founded by a true hardware enthusiast in Melbourne with a passion for the latest and greatest in tech, we are creators of bang for your buck computer systems for all needs.Wilkie's PCs uses their expert knowledge and high quality components to ensure you not only get what you want, but what you need. We build each Personal Computer (PC) for the home, office or gaming station to order, so you can be confident you are getting a fully tested and working computer.Best of all, ours prices reflect the hardware and labour put into each computer, not the target audience e.g. gamers, so you don't pay more just because of how it is marketed.",null,Computer Hardware,0-1 employees,http://www.wilkiespcs.com.au,"Pakenham, Victoria",Sole Proprietorship,2016,https://www.linkedin.com/company/wilkie'spcs/,"Army Rd, Pakenham, Victoria, 3810, AU",-37.803425,145.01105,Pakenham,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Morgan Street Dental Centre,"Wagga Wagga, NSW 2650, AU","Highly qualified dentists in Wagga Wagga, NSW. We specialise in dental implants, cosmetic dentistry, children's dentistry, teeth whitening, veneers and crowns, dentures and root canal therapy. We are a fully accredited dental clinic dedicated to providing high quality dental care to the community of the Riverina.",null,Computer Hardware,2-10 employees,https://msdcwagga.com.au/,"Wagga Wagga, NSW",Self-Employed,null,https://www.linkedin.com/company/morganstreetdental/,"null, Wagga Wagga, NSW, 2650, AU",-35.11475,147.36961,Wagga Wagga,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Computer Repairs and Services,null,null,null,Computer Hardware,null,http://beaconsfieldcomputers.com,"Beaconsfield, New South Wales",null,null,https://www.linkedin.com/company/computer-repairs-and-services/,"45, Jalan Kebudayaan 4, Taman Universiti, 81300 Skundai, Johor, Malaysia",1.541524,103.629559,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
DASH Computer Repairs,"3027, AU",DASH Business and IT Solutions,null,Computer Hardware,0-1 employees,http://www.dashelad.com,null,Self-Employed,null,https://www.linkedin.com/company/dash-computer-repairs/,"null, null, null, 3027, AU",-37.803425,145.01105,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Laptop Repair Sydney,"C7 / 13-15 Forrester Street, Kingsgrove, Sydney, NSW 2208, AU",Laptop Screen RepairMacbook Screen RepairiPhone RepairMICROSOFT SURFACE BOOK TOUCH SCREEN REPAIR,null,Computer Hardware,11-50 employees,https://laptoprepair.sydney/,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/laptop-repair-sydney/,"C7 / 13-15 Forrester Street, Kingsgrove, Sydney, NSW, 2208, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Server Parts,null,null,null,Computer Hardware,null,http://serverparts.com.au,null,null,null,https://www.linkedin.com/company/server-parts/,"No.47, Jalan Masai Jaya 1, 81100 Johor Bahru, Johor, Malaysia",1.5217819,103.813902,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ICP Digital Signage,null,null,null,Computer Hardware,null,http://icpdigitalsignage.com.au,null,null,null,https://www.linkedin.com/company/icp-digital-signage/,"1 Wallich St, #22-01 Guoco Tower, Singapore 078881",1.276994,103.845777,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aquila Computer Solutions,null,"Self Employed, specialising in the following,
Computer, Builder, Repairer, Installer, Tutor, Advisor and Troubleshooter.
Experienced with, Windows 3.1 to 7, Linux, OSX and many other OS's.

Web Site Programmer, Designer, Advisor and Maintainer.
Experienced with, Apache Web Server, MySQL, PHP, Perl, Ajax, Cold Fusion, Java, Drupal and many other aspects of Web Site Construction.",null,Computer Hardware,0-1 employees,http://acsii.aquilacs2.com,null,Self-Employed,1994,https://www.linkedin.com/company/aquila-computer-solutions/,"Jl. Brigjen Katamso KM 6, Tanjung Uncang, Batu Aji, Tj. Uncang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29423, Indonesia",1.0417863,103.9112304,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
