Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Stickygreenfrog Graphic Design,"Level 1, 286, West Street, Umina Beach, NSW 2257, AU","Professional Graphic Design ServicesStickygreenfrog is a design studio specialising in graphic design, brand development, corporate identity, logo design, Wordpress website design and development.We offer high quality and professional design services that deliver your message and drive your business forward. We create sharp and stylish logo design, website design and graphic communciation to fit any budget and brief. At Stickygreenfrog, we pride ourselves in providing a personal graphic design service that ensures you get the look your business needs.Our difference is simpleWe invest our time and our knowledge and provide a highly personalised service to working with you and your business, to produce quality outcomes and deliver long term success.Weâ€™ve established professional partnerships with marketeers, developers, creative thinkers, photographers, teachers, bloggers, joggers and frog lovers. All with an understanding of how brands work and how to deliver great results each and every time.",6.10E+11,null,2-10 employees,http://www.stickygreenfrog.com.au,"Umina Beach, NSW",Partnership,null,https://www.linkedin.com/company/stickygreenfrog-graphic-design/,"Level 1, Umina Beach, NSW, 2257, AU",-33.84907,151.13834,Umina Beach,Common on West,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Paperclip Studio Aus,"5a Hartnett Clos, Mulgrave, Victoria 3170, AU","We help startups, not-for-profits, small business & food+bev tell their awesome stories.#bringyourbrandtogether",null,null,2-10 employees,https://www.paperclipstudio.com.au/,"Mulgrave, Victoria",Privately Held,null,https://www.linkedin.com/company/paperclip-studio-aus/,null,52.09351,5.035638,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Koodoz Design,"203 Langridge Street, Abbotsford, VIC 3067, AU","Koodoz Design is a creative design studio based in Abbotsford, Melbourne. We help businesses unleash their full potential through visual communication and clever design.

As a creative studio, we're well versed in the arts of design. We offer a wide range of professional services, to help give your business the visual edge it deserves, including: 

â€¢ Website Design and Development with a strong focus on UI / UX Design
â€¢ Search Engine Optimisation (SEO)
â€¢ Social Media and Internet Marketing
â€¢ iPhone and iPad (iOS) Software Development
â€¢ Logo Design and Brand Consulting 
â€¢ and Graphic Design for Printed Media

For more information, visit our website: http://www.koodoz.com.au",null,null,2-10 employees,http://www.koodoz.com.au,"Abbotsford, VIC",Privately Held,null,https://www.linkedin.com/company/koodoz-design/,"203 Langridge Street, Abbotsford, VIC, 3067, AU",-37.803425,145.01105,Abbotsford,House of Commons,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Creatoâ„¢,"156 Epping Rd, Lane Cove, New South Wales 2066, AU","Creatoâ„¢ is an Australian based graphic design agencyHelping Australian businesses with logo design, website design & marketingWe are a team of talented graphic designers & web developersWe specialise in clean, modern designCreatoâ„¢ has been featured in The Huffington Post, Entrepreneur, BuzzFeed & Just Creative",432981344,null,2-10 employees,https://creato.com.au/,"Lane Cove, New South Wales",Privately Held,null,https://www.linkedin.com/company/creato-logo-design/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
krycha.com,"2076, AU","krycha.com was formed with the current economical situation in mind

there is a growing need for lower prices while upholding a high standard of design and this is precisely the objective of krycha.com - cutting the costs in every possible area, while providing the best quality service

We are a bright and exciting Sydney graphic arts studio, with some of the best graphic designers and web designers in Sydney, specialising in graphic arts, logo design, website design, e-flyers, packaging and promotional advertising.

Our team of graphic arts specialists work on a whole range of graphic arts products, including e-flyers, web design, and logo design.
The digital team consists of some of Sydneyâ€™s leading web designers who design and develop a wide range of web products.

We do also believe that design is a concept of art, which is why we have introduced the traditional media range. Our talented graphic designers explore the worlds of painting, drawing and illustration.

Design is our passion.
Promoting businesses is our skill.
Helping our clients become successful is our goal.

We understand the world of advertising and marketing - you can rely on our professional approach. Our team of graphic designers, web designers, programmers, graphic arts specialists, and marketing consultants will make the whole experience smooth and easy. All you have to do is watch your business bloom.

at krycha.com we know the marketing world",null,null,2-10 employees,http://www.krycha.com,null,Privately Held,null,https://www.linkedin.com/company/krycha.com/,"null, null, null, 2076, AU",-33.84907,151.13834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Impact Graphics Pty Ltd,"Suite 1, 65 Eton Street, Sutherland, NSW 2232, AU","Impact Graphics is a full service Graphic Design, Advertising, Web Design and Digital Media studio.  We specialise in:> Branding Design and Corporate Identity Management> Packaging Design and FMCG Product Design> Web Development, SEO,â€ˆSEM, eCommerce and Multimedia Development> Internet Marketing and PR Campaigns> Advertising and Marketing Strategies andâ€ˆall Media Placement> Point-of-Sale Material, Signage and Exhibition Design> Annual Reports, Prospectuses and Corporate Literature Design> Brochures, Newsletters, Posters and Direct Mail> Photography and Photo Enhancement> Copywriting and Copy-editing> Pre-Press, Digital Printing and Print Management",1300 794 654,null,2-10 employees,https://www.impactgraphics.com.au,"Sutherland, NSW",Privately Held,null,https://www.linkedin.com/company/impact-graphics-pty-limited/,"Suite 1, 65 Eton Street, Sutherland, NSW, 2232, AU",-33.84907,151.13834,Sutherland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Elvira-Art Designs,"2566, AU","We are a small graphic design business that is here to help meet the needs of individuals and other small businesses. 

We aim to keep our competitive prices low and service standard high. Elvira-Art Designs was created in August 2007 by Elvira Cherry.

Elvira worked as a graphic designer with skills in pre-press for 4 years before moving to Australia.

She holds an overseas Diploma in Graphic Design and is working on her Diploma of Graphic Design at Design Centre, Enmore.

She has completed a Certificate IV in Graphic Design at TAFE in 2008.

Elvira also holds a Certificate IV in Business (Small Business Management) and a Certificate IV in Training and Assessment. Elvira is also an artist who enjoys drawings, painting and batik (silk paintings).

As a small business owner she understands the needs of small businesses and knows about limited finances. She can help design your business ideas and keep well within your budget.",null,null,0-1 employees,http://www.elvira-art.com.au,null,Self-Employed,null,https://www.linkedin.com/company/elvira-art-designs/,"null, null, null, 2566, AU",-33.84907,151.13834,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Elevator Creative Agency,"574 Kiewa St, Albury, New South Wales 2640, AU","Full service creative agency offering print, web, social and mobile strategy, design and execution. We offer a fresh look at conventional business and brand communication problems - often illuminating for our clients the links between the online and offline worlds and how they can best be utilised together to communicate a business brand to market in the most effective, measureable, way.",null,null,2-10 employees,http://www.elevatorcreative.com.au,"Albury, New South Wales",Privately Held,null,https://www.linkedin.com/company/elevator-creative-agency/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Canberra Design House,"2619, AU","Canberra Design House was formed out of a refusal to work for commercial, overpriced, design agencies with strict guidelines. Changing this has meant that our price-point, service, and original design makes us very popular with small business owners. So, if you've recently started a business, or would like to improve the professional brand of your existing business, give us a call... it couldn't hurt...",null,null,2-10 employees,http://www.canberradesignhouse.com,null,Partnership,null,https://www.linkedin.com/company/canberra-design-house/,"null, null, null, 2619, AU",-35.385662,149.19958,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
TANIA LLOYD: DESIGN & MARKETING SPECIALIST,"perth, western australia 6170, AU","As a freelance graphic designer based in Perth, Australia, Iâ€˜m here to help you develop and promote your business and brand.With over 16 years in the industry, I will make your vision become reality, whether you're starting from scratch or breathing new life into an existing brand.It doesnâ€™t matter if youâ€™re at start up or already an established company, Iâ€™ve worked with everyone form sole traders to large companyâ€™s who present to boards, and can tailor any service to suit your needs. If youâ€™re looking for someone to craft your brand, strategise your marketing and advertising campaign or simply get you noticed, then youâ€™ve found who youâ€™re looking for.Letâ€™s do this.... Canâ€™t wait to work together!",438118611,null,0-1 employees,http://www.tanialloyd.com.au,"perth, western australia",Privately Held,null,https://www.linkedin.com/company/tania-lloyd-graphic-design-marketing/,null,55.976342,-3.167811,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Anothermind.,"202 Rathdowne St, Melbourne, Victoria 3054, AU","We design meaningful brands that tell your story in adaptive, compelling ways. We work with driven entrepreneurs and businesses to create visual communications that thrive in an increasingly design-savvy world. Welcome to Anothermind.",null,null,2-10 employees,http://anothermind.co,"Melbourne, Victoria",Self-Employed,null,https://www.linkedin.com/company/anothermind/,"202 Rathdowne St, Melbourne, Victoria, 3054, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Sarah Jade Green Design,"Moreland Rd, Coburg, Victoria 3058, AU","Sarah Jade Green is a digital and graphic designer specialising in digitial design and digital production. Focusing on developing, designing and building strong eDM campaigns in HTML/CSS. A savvy visual communicator, Sarah possesses sensational creative and technical abilities and can see your project through from concept to completion. Intuitive, balanced and professional, with a background in print, Sarah delivers digital and print communication solutions tailor-made to your requirements.Services include: Annual Reports, Brand Identity, Brochures, Business Cards, Display Ads, eDMs, Flyers, Logos, Photoshoot Art Direction, POS, Posters, Presentations, Promotional Materials, Signage, Social Media, Stationery, Websites and more.Special interest in: Letterpress and Screen Printing.Technical abilities: Adobe CC â€“ InDesign, Illustrator, Photoshop, Bridge, Dreamweaver, XD and Acrobat Pro. HTML/CSS, Jira, Invision, Jekyll, Magento, WordPress, Shopify, Enrich, Responsys, Litmus and MailChimp. Microsoft Office â€“ Excel, Word and PowerPoint.",null,null,0-1 employees,http://www.sarahjadegreen.com/,"Coburg, Victoria",Self-Employed,null,https://www.linkedin.com/company/sarah-jade-green-design/,"Moreland Rd, Coburg, Victoria, 3058, AU",-37.803425,145.01105,Coburg,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Evil Olive Creative,"80 Market Street, Level 4, South Melbourne, Victoria 3205, AU",".â€¦We love to design for the city that bleeds itâ€¦.Evil Olive Creative is the product of more than 21 years experience in the Graphic Design, Advertising and Signage space for our founder Mark Nievaart. We are located in the fantastically vibrant surrounds of Collins St in the heart of Melbourne, and we really like our food. Which is fortunate because designing great solutions for our clients can foster quite the appetite!As a client, you can expect a level of attention that will allow you to feel like your requests are not only listened to, but carefully considered with your end target in mind. No request is too small. On the other hand if it's too big then we'll let you know that it's possibly out of our scope or that we'll need to engage some other creative professionals to help us all achieve the desired outcome.Our clients engage us to create campaigns and collateral that require adept knowledge of loads of different software applications. From logo design to keeping your brand on-point; website design to online marketing campaigns; print design including everything from business cards to annual reports; signage and large format displays to exhibition stands and even custom illustrations and animated presentations.Just because we're good at what we do, doesn't mean we don't get involved in the things that make this wonderful city of Melbourne so appealing to so many. Sport is synonymous with our little town, and it's no different inside the walls of Evil Olive. Essendon v Carlton, Chelsea v Tottenham, Supercoach talk, the great/terrible golf scores that were shot over the weekend, gym, tennis and every other pursuit that we love makes us another cog in the big wheel of the Melbourne sporting scene.When it comes to client meetings, we'll happily go out for lunch and sit in the sun. We can grab a coffee anywhere, everybody knows that. Why not go for a beer or a round of golf? Sure thing, let's do it! We could go discuss things over a Friday night beverage or two but we won't be held accountable for any forgotten details if things get out of hand. Just sayin'â€‹...Turn Evil & define your brand & business culture, visit our website www.evilolive.com.au or call Darren for a chat on 0472 515 663 and let us help you.",null,null,2-10 employees,http://www.evilolive.com.au,"South Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/evil-olive-creative/,"80 Market Street, South Melbourne, Victoria, 3205, AU",-37.803425,145.01105,South Melbourne,The Commons,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Krazyarts,null,Krazyarts is a graphic design company founded with the aim to provide individuals and companies with innovative design solutions.,null,null,2-10 employees,https://www.krazyarts.in/,"Pune, Maharashtra",Sole Proprietorship,null,https://www.linkedin.com/company/krazyarts/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Katie Hurst Designs,"Gunnedah, NSW  AU","Hi, Iâ€™m Katie...Boss Lady & Graphic Designer After working for almost 10 years as a graphic deisgner in the marketing industry, I decided to take the plunge in 2014 and become my own boss lady and established Katie Hurst Designs, focussing on logo design, business stationery, website design as well as digital marketing.Iâ€™ve be blessed with being able to work on many fun projects with great clients. Itâ€™s a fantastic feeling to be able to work closely with clients to help bring the dreams they envisioned come to life. Now working from a home office on our farm in Gunnedah NSW, my business has grown like I never imagined and continues to efficiently provide quality design services to clients in various industries across Australia in an honest and professional manner. I love hearing from potential clients and building new relationships, so don't be shy and send through a message. Letâ€™s chat about your business and how we can work together.",402268315,null,0-1 employees,https://www.katiehurstdesigns.com.au,"Gunnedah, NSW",Sole Proprietorship,null,https://www.linkedin.com/company/katie-hurst-designs/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3Eyes Graphic Design,AU,null,null,null,null,http://3eyesgraphicdesign.com.au,null,null,null,https://www.linkedin.com/company/3eyes-graphic-design/,"null, null, null, null, AU",-25.574999,134.3547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Jossete Sieira Designs,AU,"Jossete sieira designs offers a 'one stop' solution for all your graphic design & multimedia needs. Our focus is customer satisfaction. jossete sieira designs can help you create and enhance your companyâ€™s image. Some of our creative services include: logos, corporate identity, print, packaging, websites, multimedia, touchscreens and photography.",null,null,2-10 employees,http://www.jossetesieiradesigns.com,null,Self-Employed,null,https://www.linkedin.com/company/jossete-sieira-designs/,"null, null, null, null, AU",-25.574999,134.3547,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Bodoni Studio,null,null,null,null,null,http://bodoni.com.au,"Rosebery, New South Wales",null,null,https://www.linkedin.com/company/bodoni-studio/,null,34.142217,-118.39157,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
kierandesign,"Como, WA 6152, AU","kierandesign is owned, run and operated by Kieran Flaherty - a 23 year old web and graphic designer, illustrator and master of awesome based out of Perth, WA.

kierandesign is passionate about design, good with puppies, and most importantly in touch with the young punk kids of today.",null,null,0-1 employees,http://www.kierandesign.com,"Como, WA",Self-Employed,null,https://www.linkedin.com/company/kierandesign/,"null, Como, WA, 6152, AU",-31.939821,115.8162,Como,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Radge Design,"Broken Hill,   AU","A friendly graphic designer who is innately skilled at reading your mind & turning your ideas into designs that help you sell your business to the world.Even if you have no idea of what you want, we can chat about your project, your business & your goals. From there I can help guide you through the design process so the finished product is exactly what you need. My mind loves to be put to work creating the ideas for you and coming up with out of the box solutions for your business.",null,null,0-1 employees,http://www.radgedesign.com.au,null,Sole Proprietorship,null,https://www.linkedin.com/company/radgedesign/,null,47.556423,9.687713,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Another Colour,"Studio 12, 13 Nichols Street, Surry Hills, NSW 2010, AU","Another Colour is a research-led design studio connecting people through brand identity and creative advertising.Before we design anything, we need to understand the bigger picture. What challenges are affecting your industry? Who else is wooing your audience? What miracle is your boss expecting? By asking the right questions, we can live and breathe your brand. We then apply our creativity and originality to this research, always staying focused on the desired outcomes.We harness the latest tech from the rapidly changing world to empower our classic design-thinking process. Partnering closely with our clients, we ideate and iterate, sharing strategies and success. We specialise in creating new brand identities, multi-channel campaigns and stand-out corporate communications. We are designers with diligence. Since our inception in 2007, weâ€™ve finely tuned our client-centric modes of working â€“ we are deadline-aware and deliver with precision. As your creative partner, we understand there is a bottom line. And look forward to showing you that good design is a good investment.Exploring a full spectrum â€”Â delivering in black and white",+61 2 8060 9644,null,2-10 employees,https://anothercolour.com.au,"Surry Hills, NSW",Privately Held,null,https://www.linkedin.com/company/another-colour/,null,37.563786,126.924035,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Project Pixel,"Suite 19, 2 Stokes St, Lane Cove North, NSW 2066, AU","Project pixel is an Australian based company which services clients from a wide variety of industries including Information technology, education, textiles, interior design and industrial design. 

The philosophy behind our business is to combine the elements of effective design, technology and online marketing strategy to create a solution that delivers results. Our approach is to educate our clients so that they can actively manage their online presence and integrate this effectively with their offline marketing efforts. We provide the tools and assistance to ensure your ongoing success online.",null,null,2-10 employees,http://www.projectpixel.com.au,"Lane Cove North, NSW",Sole Proprietorship,null,https://www.linkedin.com/company/project-pixel/,"Suite 19, Lane Cove North, NSW, 2066, AU",-33.84907,151.13834,Lane Cove North,Project Pixel,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Principle Design,"197 Johnston St, Collingwood, Victoria 3066, AU","We are Principle Design, we design with principle; a full service creativestudio of design strategists, specialising in brand strategy, graphicdesign, wayfinding strategy, digital & print design.Our unique design process is focussed on strategy. Weâ€™re not justgraphic designers, weâ€™re visual strategists- we listen to your needsand develop a design strategy to assist you in achieving your businessgoals.Our mission is to collaborate with principled organisations to developcreative design strategies that amplify the impact of change makersand innovators across the community, culture, corporate and builtenvironment sectors.",94162717,null,2-10 employees,http://principledesign.com.au/,"Collingwood, Victoria",Sole Proprietorship,null,https://www.linkedin.com/company/principle-design/,null,52.00617,-0.496464,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
