Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Autotrader Australia,"418A Elizabeth Street, Surry Hills, NSW 2010, AU","Meet Autotrader.  Building for trust and transparency, we’re bringing auto sellers the buyers they’re looking for. With easy-to-use, data driven tools, we are here to help customers find the right car, for the right price, from the right place.The Autotrader model provides dealers with a platform to showcase and promote the breadth of their business to valuable auto intenders. And as part of the Cox Automotive family we’re working on bringing the power of other businesses like Kelley Blue Book, CarsGuide, Manheim and Dealer Solutions to Autotrader.Autotrader strives to be customer-focused, resourceful, transparent and friendly. But most importantly, we’re about providing a great experience. If you’re a dealer who wants to connect with us and learn more – or someone who’s interested in joining the Autotrader team – then please feel free to add us to your network.",null,Automative,51-200 employees,http://www.autotrader.com.au/for-dealers,"Surry Hills, NSW",Privately Held,null,https://www.linkedin.com/company/autotrader-australia/,null,53.473008,-2.246683,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Turbosmart,null,"Founded in Sydney, Australia, in 1997, Turbosmart and its unique blend of quality and reliability has become a world-wide brand synonymous with automotive performance.

Today, Turbosmart products are distributed in over 50 countries around the world and can be found in many world-record breaking vehicles in the USA, Canada, Australia, New Zealand, UK, and Puerto Rico to name a few. Their achievements on and off the track are a testimony to Turbosmart’s design, manufacturing and testing principles. The feedback received from the racers and tuners alike contributes to the on-going development of Turbosmart products, reinforcing the philosophy of continual improvement.

In June 2007 Turbosmart has turned another page in its world-wide expansion with the successful opening of Turbosmart USA – a subsidiary of Turbosmart Pty Ltd catering specifically to the North American market.

Over the years, Turbosmart products have received praises from international motoring press and collected awards at various automotive shows. The e-Boost electronic boost controllers were awarded the Best Performance Product Runner-up at the 2003 SEMA show and the Auto Salon Magazine’s Product of the Year 2006. The Fuel Pressure Regulators picked up the International Press Award at the 2005 SEMA show. The same award was also given to the new Ultra-Gate38 at the 2007 SEMA show and the Comp-Gate 40 at the 2010 SEMA show.",null,Automative,11-50 employees,http://www.turbosmart.com,"Wetherill Park, NSW",Privately Held,1997,https://www.linkedin.com/company/turbosmart/,"476-478 Victoria Rd, Wetherill Park, NSW, 2164, AU",-33.84907,151.13834,Wetherill Park,Turbosmart HQ,"2020 S Lynx Pl, Ontario, California, 91761, US",34.073666,-118.23985,Ontario,Turbosmart USA,"null, Birmingham, Nechells, B7 5TR, GB",52.4829,-1.8934623,Birmingham,Turbosmart UK,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,GB
Lumen Australia Pty Ltd,"12 Becon Crt, Hallam, Victoria 3803, AU","Lumen specialise in the design and manufacture of a vast array of automotive products designed to improve driving safety and comfort. With new and exciting programs under development, Lumen looks forward to a future of safer and more enjoyable motoring. Various products are developed by the Lumen R&D and Engineering teams according to customer standards using global contacts and strategic partners in Asia, Europe, The United States of America and South Africa. With over 30 years’ experience in the Automotive Industry, Lumen understands customer requirements and can tailor solutions for any vehicle architecture. Lumen prides itself on being fast and flexible in meeting customer’s needs.Lumen Group is a global supplier of wiring looms, electronic systems and plastic components to vehicle manufacturers and to the automotive aftermarket around the world. With resources in Europe, Australia, China, Taiwan, New Zealand, USA & Thailand, Lumen is capable of designing and manufacturing a vast array of products using both the latest technology and expertise of specialist engineers.Lumen key advantages:-	OEM quality regardless of volumes or target applications-	Ongoing support throughout the product life cycle-	Program delivery management from concept to product end of life-	Flexible, reliable, and the ability to provide customised solutions-	Access to global resources in design, sourcing and logistics",null,Automative,201-500 employees,http://www.lumen.com.au,"Hallam, Victoria",Sole Proprietorship,1984,https://www.linkedin.com/company/lumen-australia-pty-ltd/,null,-34.313338,115.158891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Premier Automotive,null,null,null,Automative,null,http://premierautomotive.com.au,"Mitchell, Australian Capital Territory",null,null,https://www.linkedin.com/company/premier-automotive/,null,33.090895,-97.075377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
999 Automotive,null,null,null,Automative,null,http://999automotive.com.au,"Coopers Plains, Queensland",null,null,https://www.linkedin.com/company/999-automotive/,null,11.252715,75.826599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Federal Chamber of Automotive Industries,null,null,null,Automative,null,http://fcai.com.au,"Kingston, Australian Capital Territory",null,null,https://www.linkedin.com/company/federal-chamber-of-automotive-industries/,null,-15.77526,-47.797292,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Dealer Solutions,"Australiia,   AU","Part of Cox Automotive Australia Retail Solutions, Dealer Solutions is a national automotive solutions provider specialising in data aggregation, modular software and online based solutions, including dealership websites, online inventory distribution, SEO & SEM strategies, lead management software and vehicle photography services in the Australian marketplace.Dealer Solutions is proud to be a part of the Cox Automotive Australia alongside Digipurple, Kelley Blue Book, Manheim Auctions Australia, Manheim Auctions New Zealand, Sell My Car and Xtime. As a part of the international Cox Automotive Inc based in Atlanta in the United States, using our local expertise we are able to leverage products and services from our global counterparts for the benefit of our clients and the Australian market.For more information about Dealer Solutions or to discuss how we could help you improve your business, please contact us today!",1300661133,Automative,51-200 employees,http://www.dealersolutions.com.au,null,Privately Held,1992,https://www.linkedin.com/company/dealer-solutions/,null,37.542645,-77.445191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Douglas Automotive,null,null,null,Automative,null,http://douglasautomotive.com.au,null,null,null,https://www.linkedin.com/company/douglas-automotive/,null,54.15,-4.48333,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
North Coast Mobile Automotive,"Yamba, New South Wales 2464, AU","Daniel Morris – Head Mobile MechanicA conscientious mechanic, delivering convenient and reliable mobile mechanical services to the North Coast of New South Wales.Daniel’s 15 years industry experience and passion for mechanical workmanship naturally led him to create North Coast Mobile Automotive, a convenient, quality driven, reliable solution to maintaining your car.A deep desire to understand how things work, passion for cars and joy in problem solving guided Daniel to start his mechanical apprenticeship 15 years ago in a small workshop in Sydney.His apprenticeship consisted of working with a wide range of local and imported vehicles. He then moved to a high performance workshop specialising in imported vehicle modifications. Daniel’s thirst to broaden his industry knowledge steered him to work at a European Specialist on the Lower North Shore of Sydney. With the idea in mind of one day owning his own business, Daniel also completed his Diploma of Business.Most recently, Daniel has worked as a Lead Technician focusing on diagnostics and large, complex repairs with some of Australia’s most popular dealerships including Subaru, Mazda and currently Toyota.",477799422,Automative,0-1 employees,https://northcoastmobileautomotive.com.au,"Yamba, New South Wales",Self-Employed,2018,https://www.linkedin.com/company/north-coast-mobile-automotive/,null,30.752153,-88.087672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
N.G. Motek Automotive,"Sydney,   AU","N.G. Motek Automotive was established in 1999 in a small 2 bay workshop in Mascot adjacent to a service station. Since then, we have stationed our business in Matraville.

We offer a one stop shop for all your automotive needs to take the hassle out of worrying about your fleet. 

Our working structure is to maintain your vehicle at manufacturer's quality and workmanship without compromise.",null,Automative,2-10 employees,http://www.ngma.com.au/,null,Sole Proprietorship,1999,https://www.linkedin.com/company/n.g.-motek-automotive/,"null, Sydney, null, null, AU",-33.84907,151.13834,Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Alto Group,"734 Pacific Highway , Chatswood, NSW 2067, AU","Everything We Do is Driven by YouThe Alto Group has been successfully serving the motoring needs of Sydneysiders since 1956. Our focus has always been to deliver excellent customer experiences across all parts of our business. Our company philosophy ""everything we do is driven by you""​ is made up of five key elements which help keep our business moving forward and customer focused.In 1956 George Altomonte opened a workshop on the corner of Fullers Road and Pacific Highway in Chatswood now the location of Alto Holden. Over the years the Group has grown to become a significant Automotive Retailer, employing over 500 people, selling over 12,000 and servicing over 65,000 vehicles a year. The Alto Group now has 14 dealerships over 5 locations throughout Sydney and the Central Coast.",null,Automative,"501-1,000 employees",http://www.alto.com.au,"Chatswood, NSW",Privately Held,1956,https://www.linkedin.com/company/alto-group/,null,-4.171362,-44.962807,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Lane Group - WA Automotive & Peel Motors,"107-121 Pinjarra Rd, Mandurah, Western Australia 6210, AU","Located along Pinjarra Road in the heart of Mandurah, The Lane Group has a long and proud history in the Peel Region of Western Australia, operating within the automotive industry for over 65 years.We have been serving Mandurah and the surrounding area since 1955, and have shown resilience and innovation throughout the ever changing automotive landscape whilst being true to our roots – growing the company from Lane Ford to a now multitude of dealerships that covers a number of large manufacturers.Explore our extensive showroom to see the exciting range of Ford, Mitsubishi, Hyundai, Kia, Suzuki and Nissan vehicles, including the latest models. We also operate the only Performax dealership in the state, which stocks a number of American import trucks. There are also a range of quality used vehicles available at our Used Car Mega Centre, plus wholesale cars at great prices available at Affordable Used Cars – just down the road!",(08) 9535 1688,Automative,51-200 employees,http://www.thelanegroup.com.au,"Mandurah, Western Australia",Privately Held,1955,https://www.linkedin.com/company/the-lane-group-perth/,null,40.584733,-105.049757,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Bosch Service - Louca Automotive,"12 Elm Street, Hampstead Gardens, South Australia 5086, AU","Louca Automotive is a modern, progressive automotive mechanical workshop that has been established and servicing South Australian customers for the past 35 years. Bill Louca proprietor of Louca Automotive has seen the industry change and evolve over this time, which is why we pride ourselves on staying on top of our game. We feel it’s important for our customers to know that when you bring your vehicle to Louca Automotive being for a basic service or major repairs you will be receiving a quality of service and knowledge second to none.We have the latest in diagnostic equipment, technology and up to date training which allows us to work with and specialise in the latest model of cars such as Mazda, Honda, Subaru, Toyota and many others. We can look after all your vehicle needs from Log book servicing, brakes, suspension, air conditioning, diagnostic, fuel injection, Auto electrics, engine management, steering, clutch and tyres.We look forward to offering assistance and comparable pricing on your next quote for any repairs or maintenance you might be seeking.",null,Automative,2-10 employees,http://loucaautomotive.com.au/,"Hampstead Gardens, South Australia",Sole Proprietorship,1982,https://www.linkedin.com/company/loucaautomotive/,"12 Elm Street, Hampstead Gardens, South Australia, 5086, AU",-34.897945,138.59166,Hampstead Gardens,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Davies Automotive,"Melbourne,   AU","Davies Automotive was established in 1974, For personalised service talk directly to qualified and experienced , fully insured service technicians, who will do the work from start to finish.",null,Automative,11-50 employees,https://www.daviesautomotiveequipment.com.au/,null,Privately Held,null,https://www.linkedin.com/company/davies-automotive/,"null, Melbourne, null, null, AU",-37.803425,145.01105,Melbourne,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Torque Automotive Services,"92/94 Jedda Road,, Prestons,  2170, AU","Torque Automotive Services is one of the leading auto repair shops in Prestons. We offer our expertise in brakes, suspensions, tires, exhaust, cooling systems.",null,Automative,11-50 employees,http://torqueautomotiveservices.com.au/,null,Public Company,2000,https://www.linkedin.com/company/torque-automotive-services/,"92/94 Jedda Road,, Prestons, null, 2170, AU",-33.84907,151.13834,Prestons,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Will Ferris Automotive Repairs,null,"Centre we provide high quality customer service and superior workmanship, ensuring our customers receive the very best in automotive care.",null,Automative,null,http://willferrisautorepairs.com.au,null,null,null,https://www.linkedin.com/company/will-ferris-automotive-repairs/,null,41.339923,-87.727602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GT Automotive Service,"4/91 Darley Street, Mona Vale, New South Wales 2103, AU","GT Automotive Service is an automotive company based out of 4/91 Darley Street, Mona Vale, New South Wales, Australia.",null,Automative,0-1 employees,null,"Mona Vale, New South Wales",Self-Employed,1990,https://www.linkedin.com/company/gt-automotive-service/,"4/91 Darley Street, Mona Vale, New South Wales, 2103, AU",-33.84907,151.13834,Mona Vale,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Hamilton Automotive Group,"278 Brighton Rd, Somerton Park, South Australia 5044, AU",Family owned and operated automotive dealership since 1988,08 81794300,Automative,51-200 employees,https://www.hamiltonholden.com.au/,"Somerton Park, South Australia",Privately Held,1988,https://www.linkedin.com/company/hamilton-automotive-group/,"278 Brighton Rd, Somerton Park, South Australia, 5044, AU",-34.897945,138.59166,Somerton Park,Headquarters - Hamilton Automotive Group,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
4tune Automotive,"1 Pirelli St , 5, Southport, QLD 4215, AU","4tune Automotive is a new workshop on the Gold Coast run by Gordon Barnett. At 4tune Automotive we specialise in Land Rover. From the early Defenders to the very latest model Range Rovers. Gordon is a Land Rover trained, Level 4 Master technician with over 17 years experience. He has a passion for all things mechanical with extensive experience in most aspects of the industry including electrical, accessories, modifications, reconditioning and diagnostics. Pretty much everything from a basic oil and filter change to complete rebuilds and advanced diagnostics on even the latest model Land Rovers and Jaguars.Most of his experience has been working at dealerships in Sydney and Queensland and he has also spent years in between at European specialist and “we do anything” workshops!At 4tune Automotive we aim to provide high end services and excellent quality workmanship  at a fraction of the price.",null,Automative,0-1 employees,https://4tuneautomotive.com.au/,"Southport, QLD",Sole Proprietorship,2017,https://www.linkedin.com/company/4tune-automotive/,"1 Pirelli St , Southport, QLD, 4215, AU",-27.994457,153.40938,Southport,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Deleon Automotive,"Sydney,   AU","Deleon Automotive is a mobile mechanic that comes to you and specialises in European vehicle makes.Our team is dedicated to providing quality workmanship and reliability for our clients. We are committed to fulfilling your vehicle's maintenance and repair with every service.With over 10 years experience working on prestige vehicles, and consistent factory training, our workmanship is guaranteed.Every client and their vehicle is our main priority. As a business, we strive to make our clients happy and keep the service as convenient as possible.Using only the highest quality OEM and genuine parts for your vehicle, we offer 6 months warranty on all parts and labour.Our mobile workshop is fully equipped with the right tools and up-to-date diagnostic equipment.",null,Automative,2-10 employees,http://www.deleonautomotive.com.au,null,Privately Held,2020,https://www.linkedin.com/company/deleon-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PROCHOICE AUTOMOTIVE,"2/121 Fairbairn Rd, Sunshine West, Victoria 3020, AU",AUTOMOTIVE EXPERTS AND SOIL TEST SAMPLING SOLUTIONS,41304230746,Automative,2-10 employees,http://prochoiceauto.com.au,"Sunshine West, Victoria",Sole Proprietorship,2002,https://www.linkedin.com/company/prochoice-automotive/,"2/121 Fairbairn Rd, Sunshine West, Victoria, 3020, AU",-37.803425,145.01105,Sunshine West,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Birdy Automotive,"513 Maroondah Hwy, Ringwood, Victoria 3134, AU","Birdy Automotive offers advertising vinyl wrapping of automotive vehicles and more. Birdy’s team of 8 year trained applicators will install vinyl on just about any size surface; cars, boats, motorcycles, glass, buildings, kitchen cabinets, you name it!",null,Automative,2-10 employees,null,"Ringwood, Victoria",Sole Proprietorship,2013,https://www.linkedin.com/company/birdy-automotive/,"513 Maroondah Hwy, Ringwood, Victoria, 3134, AU",-37.803425,145.01105,Ringwood,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Cardiff Automotive,null,We are a fully licensed workshop so we can fit any mechanical part we sell and have special discounted prices for fitting parts we sell. Cardiff Automotive can also carry out all your servicing and repairs for all models of Subaru.,null,Automative,null,http://cardiffautomotive.com.au,null,null,null,https://www.linkedin.com/company/cardiff-automotive/,null,51.501018,-3.192626,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Seamus Hill Automotive,null,null,null,Automative,null,http://seamushillautomotivenarrewarren.com.au,"Narre Warren, Victoria",null,null,https://www.linkedin.com/company/seamus-hill-automotive/,null,47.963877,16.782773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Jim Beylin Automotive Engineering,null,null,null,Automative,null,http://jbauto.com.au,"Moorabbin, Victoria",null,null,https://www.linkedin.com/company/jim-beylin-automotive-engineering/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Wing Tai Automotive Service,null,null,null,Automative,null,http://wingtai.com.au,null,null,null,https://www.linkedin.com/company/wing-tai-automotive-service/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
D&M Automotive Service Centre,null,null,null,Automative,null,http://dmautomotive.net.au,"Narre Warren, Victoria",null,null,https://www.linkedin.com/company/d&m-automotive-service-centre/,null,38.556548,-91.013642,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JD Custom Automotive,null,null,null,Automative,null,http://mechanic-mornington.websyte.com.au,"Mornington, Victoria",null,null,https://www.linkedin.com/company/jd-custom-automotive/,null,-22.917968,-43.376253,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Karl Knudsen Automotive,null,null,null,Automative,null,http://karlknudsen.com.au,"Chatswood, New South Wales",null,null,https://www.linkedin.com/company/karl-knudsen-automotive/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Top One Automotive,null,null,null,Automative,null,http://toponeautomotive.com.au,"Arncliffe, New South Wales",null,null,https://www.linkedin.com/company/top-one-automotive/,null,52.226636,21.142435,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Motor Trade Association of SA/NT,"Level 1, 81 Greenhill Rd, Wayville, SA 5034, AU","The peak industry group for the automotive retail, service and repair sector in South Australia and the Northern Territory. We are also the largest trainer and employer of Automotive Apprentices in SA.",882912000,Automative,51-200 employees,https://www.mtasant.com.au,"Wayville, SA",Nonprofit,1926,https://www.linkedin.com/company/motor-trade-association-south-australia/,null,50.751442,12.618158,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Brian Foley Automotive,null,null,null,Automative,null,http://foleyautomotive.com.au,null,null,null,https://www.linkedin.com/company/brian-foley-automotive/,null,45.59134,12.81327,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Doe Prestige Automotive,null,null,null,Automative,null,http://doeprestigeautomotive.com.au,"Highett, Victoria",null,null,https://www.linkedin.com/company/doe-prestige-automotive/,null,46.602936,-112.021759,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Supashock,"2-6 Ardtornish St, Holden Hill, South Australia 5088, AU","Supashock is an advanced motion technology company based in Adelaide, South Australia.Since forging a reputation as a manufacturer of high-end, respected, world-leading dampers for the motorsport industry, the innovative IP developer has since diversified into other industries including defence, automotive aftermarket, OEM integration, mining, heavy vehicles and autonomous transport.Supashock is owned by highly-respected engineer Oscar Fiorinotto, who is passionate about creating opportunities for talented Australians, as well as contributing to the national economy by keeping the manufacturing operations based on Australian soil.The core of Supashock's success has been its innovative approach to motion technology, coming up with revolutionary yet simple designs to increase efficiency and performance, enhance reliability, quality and durability, and reduce cost.With plans for continued expansion and diversification, Supashock will continue to be a major contributor to both the South Australian and local economies.",+61 08 8333 1123,Automative,51-200 employees,https://www.supashock.com,"Holden Hill, South Australia",Privately Held,2005,https://www.linkedin.com/company/supashocktechnologies/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PM Group,null,"Established in 1912 The Preston Carrying Company started with the belief that one day trucks would replace horse drawn vehicles. The business thrived, operating five-tonne chain driven trucks principally to transport milk from the dairy farms of Thomastown and Epping to Melbourne.The oldest dealership group in Victoria, today the PM Group has expanded and includesPM Automotive PM PartsPM CaravansPm FinanceWe have a range of positions and career opportunities throughout our businesses and head office including roles in administration, sales, vehicle servicing, parts and warehousing. If you think you have what it takes to be a part of the PM Automotive Group, please apply for one of our current opportunities or email us your resume for when future jobs become available.",null,Automative,"501-1,000 employees",http://pmgroup.com.au/,"Bentleigh, Victoria",Privately Held,1912,https://www.linkedin.com/company/pm-automotive-group/,null,40.511471,17.152342,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Walkinshaw Group,"71 Whiteside Road, CLAYTON SOUTH, VIC 3169, AU","Walkinshaw Group is a global leader in the design, engineering, development, and marketing of performance vehicles, and has significant motor sport interests in Australia and the UK.Walkinshaw Group’s broad range of businesses include manufacturing and engineering partnerships, Walkinshaw Performance, New Age Caravans, Walkinshaw Sports and the Walkinshaw Andretti United Supercars Team. Walkinshaw also provides consulting, engineering and design services to a diverse range of industry participants. The Walkinshaw Group is headquartered in Clayton, Victoria, producing over 8,000 vehicles per year and employing over 450 people.",null,Automative,201-500 employees,http://www.walkinshawgroup.com,"CLAYTON SOUTH, VIC",Privately Held,null,https://www.linkedin.com/company/walkinshaw-group/,null,54.611124,-3.519659,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Heartland Motors,"18-20 Chicago Ave, Blacktown, NSW 2148, AU","Heartland Motors, a leading car dealer in Sydney, provide users with the best prices on all new and used cars, car services, car parts and even car finance. Our car brand range includes Holden, Hyundai, Ford, Mitsubishi, Suzuki, Kia, Jeep, Chrysler, Dodge, Fiat, Isuzu Ute, Great Wall, and HSV

Heartland Motors is a family owned and operated company serving Sydney's heartland since 1966

Our Vision:
To be recognised as a successful organisation, committed to making a positive impact on the community, our customers and our staff.

Our Mission:
To provide the best total automotive solutions to our customers.

We believe in developing our corporate culture in such a way as to eliminate the negative perceptions often associated with the purchase of a new or used vehicle and aim to provide an enjoyable and stress free experience.",null,Automative,201-500 employees,http://www.heartland.com.au,"Blacktown, NSW",Privately Held,1966,https://www.linkedin.com/company/heartland-motors/,null,-33.8207,151.003623,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AutoCRC,"Suite 57, Port Park, 574 Plummer Street, Port Melbourne, VIC 3207, AU","AutoCRC Ltd offers a broad range of skills and services to the manufacturing sector, with a focus on productivity, efficiency and business improvement. These activities are implemented by a knowledgeable and experienced team from our award-winning Business Excellence Division (ASEA). In addition to our large group of talented consultants, we also offer Business Assessment and Benchmarking, Technology Development, Business Model Innovation and Networking and Education services. Our collaborative operating model enables us to clarify client’s needs, find and engage experts who are skilled in the relevant disciplines, and tailor projects to fit the client’s circumstances. We come from automotive, but we speak many languages. 

For more information, visit www.autocrc.com",null,Automative,11-50 employees,http://www.autocrc.com,"Port Melbourne, VIC",Nonprofit,2005,https://www.linkedin.com/company/autocrc/,"Suite 57, Port Park, Port Melbourne, VIC, 3207, AU",-37.803425,145.01105,Port Melbourne,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
John Hughes Group,"49 Shepperton Road, Victoria Park, Western Australia 6100, AU","The John Hughes Group employs approximately 560 people and sells over 1700 new and used vehicles every month with an annual turnover of $550 million. The Company has diversified into many peripheral areas in the automotive industry, it has its own Insurance Company, its own Finance Company, a Finance Broking operation, underwrites its own extended warranties, is in the tyre and battery business provides its own roadside assistance, has twelve mobile service vans, and has its own fleet of trucks to transport vehicles to and from the varied locations.

For a number of years John Hughes was a director of Channel 9 in Perth and Burswood Management Limited, the Company operating the casino complex in Western Australia.

He has a high profile in Western Australia because of featuring prominently in extensive television, radio and press advertising in relation to the marketing of his motor vehicles.

John Hughes is recognised for his totally committed approach to â€œhands onâ€ management and total quality customer service. His high personal profile and his passion towards continually striving for excellence at all levels has made him a sought after and well known motivational public speaker.",null,Automative,"501-1,000 employees",http://www.johnhughes.com.au,"Victoria Park, Western Australia",Sole Proprietorship,1969,https://www.linkedin.com/company/johnhughesgroup/,null,-35.331048,149.088376,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NGP Group Melbourne,null,"NGP Melbourne Pty Ltd is part of the NGP Group which is one of the largest privately held automotive dealership groups in Australia.NGP Melbourne operates six automotive dealerships in metropolitan Melbourne: Mercedes-Benz Brighton, Mercedes-Benz Mornington, Brighton Volkswagen, Waverley Volkswagen, Waverley Nissan, Waverley Renault and Waverley Holden.Underlining all NGP Melbourne's operations is the commitment to exceptional service and ethical practices and to provide vehicles, service and support to suit the lifestyle and commercial requirements of our customers. Our aim is to make your vehicle purchasing and ownership experience extremely satisfying.Our car sales teams are specialised to provide knowledgeable and highly professional assistance regarding the vehicle brands we represent. Dedicated used car sales representatives at each dealership are equipped to assist with the purchase of a good quality used vehicle while our range of low kilometre demonstrators and executive driven vehicles provide an opportunity to buy current models at good value prices.State-of-the-art service facilities using the latest tooling and diagnostic equipment are available at all our dealerships, with skilled technicians guaranteeing exceptional quality of workmanship. Loan cars and shuttle services are offered for service convenience, while onsite cafes and wireless internet connections are available in all NGP Melbourne Pty Ltd dealerships.Genuine manufacturer parts and merchandise can be purchased directly from our Parts departments, while finance and insurance is offered through our specialised finance teams.Expert fleet assistance offers custom-designed fleet solutions to suit your particular business.",null,Automative,"501-1,000 employees",http://www.ngpmelbourne.com.au,"Moorabbin, Victoria",Privately Held,2014,https://www.linkedin.com/company/barloworld-motor-australia/,"29 Mornington-Tyabb Rd, Tyabb, Victoria, 3913, AU",-38.261295,145.18959,Tyabb,Mercedes-Benz Mornington,"972 Nepean Highway, Moorabbin, Victoria, 3190, AU",-37.948856,145.04285,Moorabbin,NGP Melbourne Pty Ltd,"980 Nepean Hwy, Moorabbin, Victoria, 3189, AU",-37.934338,145.03728,Moorabbin,Brighton Volkswagen,"565 Springvale Rd, Mulgrave, Victoria, 3170, AU",-37.921535,145.15845,Mulgrave,"Waverley Motor Group (Holden, Nissan, Renault)",null,null,null,null,null,null,null,null,null,null,AU
