Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
STATUS,null,"Status is an independent specialist provider of recruitment, training and Australian Government Employment services. We offer over 30 years’ experience and are widely regarded for our dynamic, innovative approach to assisting our customers.We currently deliver DES – DMS, and ESS services in Adelaide, Perth and Melbourne.We also deliver the jobactive contract across the Northern Adelaide, Perth South and Perth North employment regions.Status has extensive experience in a number of key manufacturing and service industries, as well as the retail sector. We deliver a range of tailored employment and training opportunities that include:•  Vocational and pre-employment courses through our Registered Training Organisation ID 40074•  Language, Literacy & Numeracy training in the Adelaide South and Perth South regions•  Youth Jobs PaTH employability skills training in WA, SA and VIC to young people to support their employment success•  Certificate III in Individual Support (Ageing or Disability)•  Highly interactive online learning options across AustraliaStatus is also an ISO 9001 Quality Accredited organisation and certified under the National Standards for Disability Services.",08 8377 0101,Staffing and Recruiting,51-200 employees,https://www.status.net.au,"Oaklands Park, South Australia",Nonprofit,1989,https://www.linkedin.com/company/statusempoweringpeople/,"25, Jalan Raya, Kulai Besar, Kulai, 81000, Kulai, Johor, 81000, Malaysia",1.6653171,103.5902854,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Gosu,"101 Bathurst St, Commercial Suite , Sydney, New South Wales 2000, AU","Gosu is the leader in powering creators within bleeding-edge content, interactive experiences, and immersive virtual worldsWe believe that everyone should reach their full potential by following their passions, that's when people shine the brightest.",null,Staffing and Recruiting,2-10 employees,http://www.gosutalent.com,"Sydney, New South Wales",Privately Held,2018,https://www.linkedin.com/company/gosu/,"HCC Building, 8th Floor, 28 Lý Thường Kiệt, Str, Thành phố Huế, Thừa Thiên Huế 530000, Vietnam",16.4586919,107.5915233,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Comensura Australia,"14/ 383 Kent Street, Sydney, NSW 2000, AU","As supply management specialists, Comensura manage the supply of temporary labour, consultants, and contractors into large organisations across the public, private and not for profit sectors. We provide neutral vendor managed services and preferred supplier management solutions through a combination of procurement and recruitment industry expertise as well as our market-leading c.net technology platforms. 

Comensura provides organisations with six key benefits:

1) visibility and control - we provide complete visibility of what is spent, with whom, and for what reason
2) value for money - we deliver value for money by reducing the costs of supply and demand
3) process efficiency - we streamline and simplify transactions, saving time and effort
4) risk reduction - we manage the risks associated with buying services
5) Quality on demand - we identify, procure and manage a quality supplier network to meet demand
5) Strategy implementation - we implement policy and provide intelligence to inform strategy

Specialties
Neutral vendor, Vendor neutral, Managed services, Recruitment supply chain management, Cost savings, Process efficiencies, Complete visibility and control of spend, Risk reduction, Quality on demand, and Strategy implementation

Headquarters
Sydney Australia 
 
Company Size
51-200 employees
Website
http://www.comensura.com.au
 
Industry
Staffing and Recruiting
Founded
2005",null,Staffing and Recruiting,51-200 employees,http://comensura.com.au,"Sydney, NSW",Public Company,2005,https://www.linkedin.com/company/comensura-pty-ltd/,"Level 14/383 Kent St, Sydney NSW 2000, Australia",-33.8700529,151.2042462,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Emanate Technology,null,"As a business we have identified a gap in the technology recruitment market for a high touch, consultative and specialist service – it is both our opportunity and objective to provide this.  Our core expertise lies in providing permanent & executive search, contracting and statement of work services across the following technology markets:- Project and Transformation Services- Infrastructure, Cloud and Security- Applications – design, development and test- Pre Sales and SalesWe’re not a transactional recruitment firm. We only work with clients that see the value in the service we provide and are prepared to partner with us in attracting and securing the best talent available.Candidates are the lifeblood of our business, without them there are no clients.  At Emanate Technology we take the time to understand our candidate's skills and motivations and coach them throughout the recruitment process to best prepare them for a successful outcome.  We pride ourselves on professionalism and integrity but don’t underestimate the need to have fun in our dealings with clients and candidates – it’s part of our personality. Emanate Technology is committed to providing a best in market recruitment service through a thorough and personal process.",null,Staffing and Recruiting,2-10 employees,http://www.emanatetechnology.com.au,"Kingston, ACT",Privately Held,2016,https://www.linkedin.com/company/emanate-technology-pty-ltd/,"1.6, Jalan Mahsuri, Bandar Bayan Baru, 11900 Bayan Lepas, Pulau Pinang, Malaysia",5.3265482,100.2848149,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ProSelect Recruitment,null,"ProSelect Recruitment is a niche search and selection agency with highly specialised consultants who work exclusively in the power transmission, distribution renewable energy and control systems industries.

ProSelect Recruitment was formed to answer industry demand for an agency with in-depth knowledge of power, renewables and control systems staffing. ProSelect Recruitment services a range of clients on a contingent, retained and exclusive basis, conducts project- specific recruitment, and has extensive experience managing preferred supplier agreements for power utilities, consultancies, EPC contractors, and systems integrators nationally.

Our professional consultants pride themselves on applying their technical and industry knowledge to place well-matched candidates and form longstanding relationships with our clients. ProSelect is the number one choice in Australia for recruitment in the power, renewables and control systems sectors.",null,Staffing and Recruiting,2-10 employees,http://www.proselectservices.com.au,"Melbourne, Victoria",Privately Held,2010,https://www.linkedin.com/company/proselect-services/,"Level 10/Suite 1011 1 Queens Rd, Melbourne VIC 3004, Australia",-37.8361528,144.9737017,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Engineering Networks,"10 Tillapai Grv, Karana Downs, Queensland 4306, AU","Engineering Networks is a boutique technical recruitment specialist focusing on the electrical and mechanical industries across Australia and New Zealand.With over 25 years of combined experience across the OEM, Utility, Food and Beverage and Resource industries, we have the networks and technical knowledge to deliver the best candidates, not just on the market, but in the market.Working with OEM's, vendors, system integrator's, electrical contractors and end users, our aim is to be notably different - we focus on service delivery and outcomes for both client and candidate alike with the aim of becoming a valued partner to your business, long term.Industries - Food and Beverage- Water and Waste Water- Manufacturing- Pharmaceuticals- Infrastructure- ResourcesPositions- Engineering - Electrical, Control Systems, Instrumentation, Mechanical, Process- Technical Trades- Commercial - Bids & Proposals, Estimation, Project Controls, Procurement- Project - Project Engineers & Managers, Construction Managers, Project Directors- Sales - Internal, External, Support and Management- Management - State, National, GM, C-Suite",null,Staffing and Recruiting,2-10 employees,http://www.engnet.com.au,"Karana Downs, Queensland",Privately Held,2016,https://www.linkedin.com/company/engnetworks/,"(N4-B2-a-1), School of Computer Engineering, Singapore",1.3441808,103.6803555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NORTEC,"87 Minjungbal Dr, Tweed Heads South, New South Wales 2486, AU","NORTEC is a purpose-driven organisation delivering recruitment services, training, small business support and community development.Operating from more than 40 office locations across South-East Queensland Northern New South Wales, NORTEC deliver services to over 25,000 people every year.NORTEC provide:- No-fee recruitment services through the Australian Government Initiative jobactive. NORTEC have a large pool of available jobseekers who have been skills-checked and resume verified. We match the right person for your team!- Access to wage subsidies that assist businesses to employ eligible jobseekers;- Training and traineeship delivery for new or existing staff members through our Registered Training Organisation - Small Business Support Services - encouraging economic growth in our region through a variety of small business support programs that provide business mentoring and workshops; and- Community investmentWe are connectors in our community.Our ability to 'join the dots'​ enables our industry and community partners to unlock and access value that strengthens and nurtures growth, leading to  prosperity and success for those that we work with.",null,Staffing and Recruiting,201-500 employees,http://www.nortec.org.au,"Tweed Heads South, New South Wales",Nonprofit,2009,https://www.linkedin.com/company/nortec/,"Prospekt Kosmonavtov, 12, Barnaul, Altai Krai, Russia, 656023",53.3879932,83.7050087,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Programmed Health Professionals,"333 Collins St, Level 1, Melbourne, Victoria 3000, AU","Programmed Health Professionals is a national leader in providing staffing solutions to the healthcare industry across Australia, and is renowned for its quality systems and levels of integrity.",null,Staffing and Recruiting,null,https://programmed.com.au/health,null,null,null,https://www.linkedin.com/company/programmed-health-professional/,"14/115 Pitt St, Sydney NSW 2000, Australia",-33.866444,151.2082932,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Asuria Australia,"Level 6, 22 William Street, Melbourne, VIC 3000, AU","We are a government-assisted employment agency who listen to, believe in and help our jobseekers get and keep a job. We deliver a wide range of services to our jobseekers around Australia including jobactive, Disability Employment Services, ParentsNext, New Business Assistance with NEIS, Transition to Work, Time to Work and Jobs Victoria.Our work touches not only the individuals who access our services, but also the employers we work with. We offer personalised recruitment to employers that is easy, supports their business and provides them with job-ready candidates.",null,Staffing and Recruiting,201-500 employees,https://www.asuria.com.au/,"Melbourne, VIC",Privately Held,1993,https://www.linkedin.com/company/asuria-au/,"Level 6/22 William St, Melbourne VIC 3000, Australia",-37.8187778,144.9600005,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Talon Recruitment Solutions,"Level 7, Suite 702, 504 Pacific Highway, St Leonards,  2065, AU","At Talon Recruitment Solutions, we provide an efficient and cost effective recruitment service that saves you time and money. From filling positions at any level , our success depends on an ability to locate and source candidates that have the specific skill sets that your company requires. Working in a number of sectors including Sales and Marketing, Administration, Technical and Executive, we provide thorough recruitment solutions, which will guarantee only the best people join your team.

The Talon Group understands that the decision or need to look for a new job is one of the most stressful life events you will endure. We have a simple goal; to provide a personable, confidential, informative and proactive solution to assist you find the right job as quickly as possible.

We provide sound advice drawn from our combined 75 years recruitment experience regarding suitable positions for your skill set. We will treat your time as we treat our own and we will always talk straight with you.

The Talon Group work with a range of companies across a number of industry sectors and we are always looking for excellent candidates to join these clients.",null,Staffing and Recruiting,2-10 employees,http://www.talongroup.com.au,null,Privately Held,2004,https://www.linkedin.com/company/the-talon-group_2/,"level 32/101 Miller St, North Sydney NSW 2060, Australia",-33.8397869,151.2069884,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Entrée Recruitment,"Level 5, 81 Flinders Street, ADELAIDE, SA 5000, AU","Aligning recruitment strategies to your business goals.Entrée Recruitment is Adelaide's leading recruitment agency dedicated to finding top talent for your business. We can manage your temporary and permanent staffing needs. With Head Office based in Adelaide, we recruit within business and executive support, accounting and finance, human resources, sales, customer service, marketing, management, and more.As an Entrée Recruitment client or candidate, your dedicated account manager will align their recruitment or job search strategy to suit your requirements. We balance innovation and personal service to help grow your business or advance your career.Grow your business! Find out more at www.entree.com.au/clientAdvance your career! Find out more at www.entree.com.au/job-searchWe provide you a next generation recruitment service. With a balance between innovation and personal service, we utilise technology and social media to help grow your business or advance your career. We work quickly, proactively and utilise video and digital marketing to source top talent.Our Recruitment Consultants are experts at connecting teams and talent.Your Entrée Recruitment Consultant will partner with you to solve problems, spot opportunities, and source top talent for your organisation by aligning their recruitment strategy with your business goals. Not only will your Consultant source the most skilled person for your vacancy, but they will also identify the candidates with the right personality, values, soft skills and cultural fit for your team. Our staff are trained to look beyond the resume to identify talent that may otherwise be overlooked. Our personalised and tailored approach to recruitment campaigns makes us a champion for your business.",(08) 8100 8877,Staffing and Recruiting,11-50 employees,http://www.entree.com.au,"ADELAIDE, SA",Privately Held,2001,https://www.linkedin.com/company/entree-recruitment/,"5/81 Flinders St, Adelaide SA 5000, Australia",-34.9275839,138.6041681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Infinite Consulting,"Phoenix Building 8/86-88 Northbourne Ave, Braddon, Canberra, ACT 2612, AU","WIN-WIN PHILOSOPHY  |   At Infinite Consulting we enjoy what we do and are passionate and focused to achieve an outcome we are both happy with. We are not happy until you are!

Infinite Consulting is a technology based contracting and employment organisation with a reputation for integrity, maximising value and excellent in management.  We provide ICT resources to organisations who share in our values of teamwork, high professional ethics and a commitment to delivering quality results.

|    OUR MISSION STATEMENT    |
We will deliver a profitable business and return on investment to shareholders, clients and contractors alike. We will be recognised as providing the best contracting services to industry. We are committed to the highest standards of ethics and integrity and as such work with transparency. We will contribute to the community in a positive and professional manner in how we deliver on our promises.",+61 2 62578888,Staffing and Recruiting,51-200 employees,http://www.infiniteconsulting.com.au,"Canberra, ACT",Privately Held,1998,https://www.linkedin.com/company/infinite-consulting/,"Generali Tower 15th floor at Grand Rubina Business Park Kawasan Rasuna Epicentrum, Setiabudi, Jakarta, Jl. HR. Rasuna Said, RT.2/RW.5, Karet Kuningan, Jakarta, Daerah Khusus Ibukota Jakarta 12940, Indonesia",-6.2192823,106.8337377,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Tenth House,"Level 2, 249 Pitt Street, Sydney, NSW 2000, AU","Tenth House is a specialised agency providing staffing & recruitment services in the creative space.The sectors we recruit in include, (But not limited to.) Design & Graphic Design | Production | Marketing, Media & Social | Suits & Execs | Digital Techies We place expert talent in Permanent, Contract and Freelance roles in a range of companies including some of the best creative agencies, global brands, startups and Fortune 500 companies. We provide our clients and candidates with highly responsive and informed recruitment services through our strong networks, industry knowledge and 30+ years of experience. Our expertise, strategic resourcing approaches and go to market techniques has put us in the forefront of recruitment and has helped us source game-changing candidates for our clients and provide compelling career opportunities for our candidates.",null,Staffing and Recruiting,11-50 employees,http://www.tenthhouse.com.au,"Sydney, NSW",Privately Held,1985,https://www.linkedin.com/company/tenth-house/,"505A Yishun Street 51, Singapore 760454, Singapore 761505",1.4188202,103.8447681,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Platinum Pacific Partners,"Level 3, 300 George Street, Sydney, NSW 2000, AU","Established in 2008, Platinum Pacific Partners is a recognised provider of effective and bespoke executive search solutions to financial services, corporate and asset management clients in the region. 

Headquartered in Sydney, the firm brings close to 60 years’ experience across multiple global jurisdictions, coupled with an outstanding reputation for delivering efficient results with professional integrity. As a search firm, we incorporate sophisticated research techniques alongside continued market analysis to ensure our clients are delivered a thorough cross section of candidates for each search. 

Platinum Pacific Partners offers the highest levels of client service and prides itself on its ability to add value, whether that be in relation to team structures, compensation consulting or via accurate market intelligence.

To join our confidential available opportunities distribution list, please email officemanager@platinumpacificpartners.com.au",null,Staffing and Recruiting,2-10 employees,http://www.platinumpacificpartners.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/platinum-pacific-partners/,"3/300 George St, Sydney NSW 2000, Australia",-33.8657198,151.2074389,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The GO2 People Ltd,null,"The GO2 People Ltd (ASX:GO2) is a leading provider of vertically integrated recruitment and training services to industry throughout Australia. The day to day operations of the company are underpinned by strong core values and an ethical approach to business principles which drive innovation, collaboration and an ongoing commitment to continuous improvement.The Company’s Recruitment Division provides tailored workforce solutions to a range of industries with a client base that includes a number of national and multinational blue chip organisations across the construction, resources and industrial sectors. The Building Division operates as a multidisciplinary construction company offering a range construction and project management services to remote and regional areas of Western Australia. GO2 Skills & Training is a nationally Registered Training Organisation (RTO 40927), delivering both accredited and non-accredited workplace training and education courses. To learn more please visit: www.thego2people.com.auwww.facebook.com/thego2people/www.instagram.com/thego2people/",null,Staffing and Recruiting,201-500 employees,http://thego2people.com.au/,"Rivervale, Western Australia",Public Company,2011,https://www.linkedin.com/company/go2-recruitment/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Brook Recruitment,"Level 1/459 Toorak Rd, Toorak, Victoria 3142, AU","An innovative recruitment agency for premium Property, Construction and Finance businesses all around Australia. We simplify the recruitment process to source the perfect candidate for your business quickly, efficiently and with minimal disruption to your business.Over the last decade we have developed lasting relationships with both our clients and candidates. We believe in having a thorough understanding of our client’s businesses and the challenges they face to ensure we find them the right person for the role as efficiently as possible.Our extensive network, personal approach and experience has resulted in perfect matches.Choose Brook. We’re good for business.",null,Staffing and Recruiting,2-10 employees,http://www.brookrecruitment.com.au/,"Toorak, Victoria",Privately Held,2006,https://www.linkedin.com/company/brook-recruitment/,"1/459 Toorak Rd, Toorak VIC 3142, Australia",-37.840836,145.008321,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
