Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
"ACSData, ACSDataGlobal",null,"Your single source of IT and Telecommunications.Our company was established in 1999 with a view to providing technology and services to our customers based on the mantra of ""doing things the right way - first time""​.By leveraging our global contacts and suppliers we bring a full range of international products and services at the very best international price points.We offer a full range of services incorporating supply, outsourcing, management and design of all aspects of the telecommunications and IT markets.We are one of only five “Tier One Internet Service Providers” in New Zealand and we are 100% New Zealand owned.Please contact us if you would like to discuss your ISP or IT Services requirements and lets build a partnership together.",+64 4 9392200,Telecommunication,11-50 employees,http://www.acsdataglobal.com,null,Privately Held,null,https://www.linkedin.com/company/acs-data/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
UnifiedNet,"Sydney, CBD, NSW 2000, AU","UnifiedNet is an Australian-owned Telecommunications and IT service provider. We offer our services exclusively to business customers, which allows us to provide exceptional business-grade services and support to businesses across Australia. No matter how big or small your business is, we are dedicated to providing the most robust and reliable solutions at competitive rates. We have a passionate team of experts who are continuously looking for ways to improve customer experience. All businesses are different and are at different stages in their development. We take the time to understand your business processes and then design an innovative solution to transform the way you operate your business.Customer service is our main focus, and we treat every business as if it were our own. We are constantly improving the way we support our customers to ensure their business is up and running as soon as possible.  That’s why we have above average response times, and a dedicated Australian-based support team. Join other Australian businesses already taking advantage of our products and services, and be amazed by what we can do for your business.",1300130111,Telecommunication,11-50 employees,https://www.unifiednet.com.au/,"CBD, NSW",Privately Held,null,https://www.linkedin.com/company/unifiednet/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GlobalTalk,"110 Bridport Street, Albert Park, Victoria 3206, AU","GlobalTalk is a leading Australian organisation dedicated to providing business-grade telecommunications solutions to all of its clients. GlobalTalks telephony solutions make use of the latest technologies developed by major vendors including 8x8 Cloud Communications, RingCentral, Avaya, Ip Office, Avaya Cloud Office and Samsung to deliver a full customer solution as well as after-sale service and support.GlobalTalk was established in 1995 and soon after became Australia's 1st Avaya EXPERT Accredited Business Partner for Avaya IP Office Technical & Sales.  Today, we provide the latest Cloud Communications solutions for businesses that enable their staff to work from home as though they were all in the same office.Our Strengths include:Cloud Telephony | Video Conferencing | Unified Communications | 8x8 Cloud Communications | Contact Centers | IP Telephony | VoIP | Home Worker Solutions | Data Cabling | Managed Service | After-Sale Service | Support | Maintenance | Voice Network Solutions | Avaya | IP Office | Samsung | OfficeServ |",null,Telecommunication,11-50 employees,http://www.globaltalk.com.au,"Albert Park, Victoria",Privately Held,null,https://www.linkedin.com/company/globaltalk/,"Shop 3/112A Martin St, Brighton VIC 3186, Australia",-37.8973645,145.0021069,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
R&O Communications,"180 James Street, Toowoomba, Queensland 4350, AU","A long-standing Telecommunications Company founded in Toowoomba in 1994.  R & O Communications has grown to be one of the leading communications companies in Toowoomba & the Darling Downs.  Over the years, our team has carried out projects in South East Qld, Western Qld, Victoria, Far North Qld, NSW, WA and the Northern Territory.  As part of the company’s growth, we have now also appointed staff permanently on the Sunshine and Fraser Coasts to better serve our customers in that area.With a dedicated team, we have the experience and corporate partnerships to be able to provide a complete end to end communications experience for our customers.  All our technicians have the most relevant qualifications and licenses.We are a community focused organisation and are very proud of our ongoing sponsorship each year of the Heritage Bank Annual Charity Golf day.Our customers are varied, ranging from the Education Sector, Mining, Local Government, Large Corporate to many small businesses.  We pride ourselves on being able to support you with your technology solutions, no matter your size or type of business.",746907600,Telecommunication,11-50 employees,http://www.rocomms.com.au,"Toowoomba, Queensland",Privately Held,null,https://www.linkedin.com/company/r&o-communications/,"No'6, Jalan Kebudayaan 20, Skudai, 81300 Johor Bahru, Johor, Malaysia",1.5374225,103.6293288,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
The Telecom Recycling Shop Ltd,null,"Since 1999 we have been market leading suppliers of both new and refurbished telecoms hardware. We offer the widest range of refurbished telecoms hardware available in the UK. All telecoms hardware is refurbished in house and goes through a rigorous testing procedure.

After Sales
 
When you decide to upgrade or replace your existing telephone system, you need to consider service and support as much as equipment and price. This is where we stand alone, with our unique aftercare that supports you should problems occur. We supply our customers with factory trained technical help. This means our commitment to your business begins in the planning and proposal stage, continues throughout installation, and extends to on going system support and maintenance.
 
We will even purchase back your old telephone system. Alternatively, if you have an older telephone system, we can retrofit and upgrade it without changing the entire system - another service which makes us stand out.
 
A telephone is much more than just another piece of equipment on your desk. It is a vial link to your clients, staff and suppliers. With our 10 years of experience designing and installing telephone and computer networks, The Telecom Shop understands that choosing the right system and vendor is the key to your telecommunication success.",null,Telecommunication,11-50 employees,http://www.thetelecomshop.co.uk,"Rustington, West Sussex",Privately Held,null,https://www.linkedin.com/company/the-telecom-recycling-shop-ltd/,"Unit 3 Phoenix Parade, Rustington, West Sussex, BN16 3LN, GB",50.803196,-0.5139857,Rustington,The Telecom Shop (UK),"30 Olando Street, Coffs Harour, NSW, 2450, AU",-25.728104,134.49019,Coffs Harour,The Telecom Shop (Australia),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
OzyLink Pty Ltd,"13-15 Forrester St, D7, Kingsgrove, New South Wales 2208, AU","An Australian owned Telecommunications company.Specialized in providing telecommunication solutions including design, install and commissioning.Our staff has extensive experience in Australian market and we  ensure our people are appropriately skilled and are provided with ongoing training",1300415465,Telecommunication,11-50 employees,http://www.ozylink.com.au,"Kingsgrove, New South Wales",Partnership,null,https://www.linkedin.com/company/ozylink-pty-ltd/,"D7/13-15 Forrester St, Kingsgrove NSW 2208, Australia",-33.9388539,151.0972983,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Coloured Lines,"Level 3, 600 Victoria St, Richmond, VIC 3121, AU","Coloured Lines is a new and exciting breed of full service VoIP carrier operating our own robust network. Exclusively serving Australian businesses, the company was formed in 2011 to fill a gap in the market by providing affordable, high grade, private network VoIP trunks.With over fifteen years experience building and delivering IP PBX's and IP telephony systems for a wide range of businesses, organisations and service providers throughout Australia and New Zealand, our team operates at the forefront of telephony at what is a turning point for the industry.Combining the power and possibilities of new and emerging communication technologies with excellent support and service, we can offer you an alternative to the restrictive and costly traditional telephony options offered by the major traditional telcos.Specifically designed to meet the needs and ambitions of growing businesses in the mid market, our approach is refreshingly different from what you’ve come to expect.We love technology and innovation but we won’t confuse you with geek speak. We’re all about being open, vibrant and keeping things simple – no plans, no hidden costs, no tricks – just a fresh outlook from an approachable company, determined to offer our clients a brighter kind of telephony.If you’d like to get in touch then give us a call on 1300 65 00 65.",1300 65 00 65,Telecommunication,11-50 employees,http://www.colouredlines.com.au,"Richmond, VIC",Privately Held,null,https://www.linkedin.com/company/coloured-lines/,"Golden Truly Department Store Batam 1St Floor (BCS MALL), JL. Bunga Raya, Sei Baloi, Baloi Indah, Batam, Kota Batam, Kepulauan Riau, Indonesia",1.132057,104.012378,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Vine Networks,"Sunshine Coast, Queensland 4558, AU","Purpose-built to integrate Super Fast internet for everything from Cloud and IoT services to supreme gaming experiences, new buildings, hospitals and the booming business growth of the Sunshine Coast, and on to the World with the new Sub Sea International Fibre cable. We always keep the needs of our retail and wholesale customers top of mind. Select your service below to find out how we’ll improve your experience.",(07) 5405 2500,Telecommunication,11-50 employees,https://vinenetworks.com.au,"Sunshine Coast, Queensland",Privately Held,null,https://www.linkedin.com/company/vine-networks/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SPT Telecommunications,AU,null,null,Telecommunication,"501-1,000 employees",null,null,Public Company,null,https://www.linkedin.com/company/spt-telecommunications/,"101 Thomson Rd, #30-01 United Square, Singapore 307591",1.3171498,103.8435835,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PrestoX Australia,"2-8 Mayvic St, Greenacre, NSW 2190, AU","PrestoX builds telecommunications network, delivers mobile network deployment and roll out services for 4G and 5G in the Australian market.PrestoX integrates enterprise networking solutions, develops tailored iIoT solutions enabling Industry 4.0.All projects are managed using PMBOK framework and governed by Service Delivery Committee collaboratively accountable for deliverability and contractual obligations.Service Delivery Committee oversees service deliverability and provides appropriate Methods of Procedures for all project implementations.",null,Telecommunication,11-50 employees,http://www.PrestoX.com.au,"Greenacre, NSW",Privately Held,null,https://www.linkedin.com/company/prestox-australia/,"8 Mayvic St, Greenacre NSW 2190, Australia",-33.8988468,151.0673991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
DirectIT Pty Ltd,"Level 1, 55 Mountain Street, Broadway, NSW 2007, AU","DirectIT is the leading IT and Telecoms Lead Generation Specialist across ANZ. Our specialities include lead generation, inbound and outbound marketing, event support, marketing data, partner acquisition and Outsourced ‘Inside Sales’. 

DirectIT is fully Australian owned and Operated, and based entirely out of our Sydney CBD office we have been supplying Telemarketing Services to some of the world’s largest IT and Technology Vendors, Partners and Resellers since 1994. 

Over the last 20 years Direct IT has gained enviable knowledge of the Local Australian Business Market and work day in day out talking technology with contacts from administrator to C-level positions. 

DirectIT understands the importance of speaking with the right contacts, after all, 37% of IT Purchases in 2014 were made by staff in a non-technical function. This means DirectIT’s ability to have a technical product discussion, or a high level business discussion, ultimately results in DirectIT uncovering a higher number of quality sales opportunities for their clients.

Our sales agents specialize in generating sales leads and are experts at opening conversations and identifying opportunities. Enhancing your brand is our priority which is why we only recruit people who meet our high standards and we provide them with on-going training and support to develop their abilities. 

To find out more visit www.directit.com.au, or give us a call on +61 (0)2 9563 4000",null,Telecommunication,11-50 employees,http://www.directit.com.au,"Broadway, NSW",Privately Held,null,https://www.linkedin.com/company/direct-it-pty-ltd/,"1/55 Mountain St, Ultimo NSW 2007, Australia",-33.8832909,151.1960838,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GeoWAN,"L17 31 Queen Street, Melbourne, Victoria 3000, AU","GeoWAN is Australias Public LoRaWAN Network ProviderGeoWAN assists in innovation by giving access to IoT solutions, devices, connectivity and innovations.",null,Telecommunication,11-50 employees,http://geowan.net,"Melbourne, Victoria",Public Company,null,https://www.linkedin.com/company/geowan/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"OAK Telecom, Australia - Connecting Offices","Level 1, 221 Queen Street, Melbourne, Victoria 3000, AU","OAK Telecom, at www.oaktelecom.com.au, is an Australian owned and operated telecommunications reselling company, providing a wide range of telecommunications services, specialising in private broadband Wide Area Networks (WANs) and ISP Services as well as providing Cloud Hosted PBXs, VoIP, IP Video, CAD networking, Teleworking and professional consulting. 

Based in Melbourne, OAK Telecom deals with businesses and government departments around Australia. OAK Telecom is strongly committed to customer service and fair prices, making us stand out in the crowd of telecommunications providers. 
 
OAK Telecom offers expert consulting to help you achieve your telecommunications goals, free of charge. We also provide “overview project management support” to ensure smooth, hassle free operation.

Our staff are professionals, with long and outstanding careers in the telecommunications field. 

OAK Telecom provides you with a wide range of high-quality products and services, utilising the networks of the major carriers in a well co-ordinated and seamless manner, as well as constant professional support.  Whether you are in business or government, we will take your networks to the next level.",null,Telecommunication,2-10 employees,http://www.oaktelecom.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/oak-telecom-australia/,"Level 1, 221 Queen Street, Melbourne, Victoria, 3000, AU",-25.728104,134.49019,Melbourne,Melbourne Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
SCB Global Ltd,null,"SCB Global is a leading provider of Microsoft Teams and SD-WAN solutions, with 16 years of unparalleled experience providing cutting edge voice solutions; our long-established knowledge and experience make us the perfect partner to work with.SCB Global continues to break business communication silos with our OPTO solutions natively integrated into Microsoft Teams bringing all collaboration under a simple single pane of glass.Whether it be global collaboration solutions, secure and resilient remote working solutions or security and communication optimization; SCB Global’s unique single vendor approach makes us the smart partner choice for all your enterprise needs.", +44 (0) 203 435 0033,Telecommunication,11-50 employees,http://scb-global.com/home/,"London, England",Privately Held,null,https://www.linkedin.com/company/scb-global/,"37th Floor, One Canada Square, Canary Wharf, London E14 5AA, United Kingdom",51.5049712,-0.0194665,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Matchmaster Communications Pty Ltd,null,"For the best in digital TV antenna solutions

Matchmaster is the premium supplier and manufacturer of digital TV antenna systems for domestic and digital TV commercial applications.

Matchmaster products range from digital TV antennas to complex distribution systems including Fibre Optics, TV over CAT6 and IP TV into the future.

Matchmaster specialize in Commercial distribution systems with design and engineering capabilities to suit every possible application. Matchmaster also provide technical support and are an endorsed trainer and are renown for delivering the best industry training program of its type.",null,Telecommunication,51-200 employees,http://www.matchmaster.com.au,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/matchmasterau/,"42/1470 Ferntree Gully Rd, Knoxfield VIC 3180, Australia",-37.9002976,145.2423145,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SubPartners,"Church Street, Fortitude Valley, Queensland 4006, AU","SubPartners is a dynamic company committed to delivering significant telecommunications infrastructure projects through an innovative model of trusted relationships and partnerships.

Founded by some of the industries most experienced and trusted telecommunications entrepreneurs, SubPartners has the relationships, experience and access to funding necessary to take major telecommunications infrastructure projects from concept to reality.",null,Telecommunication,2-10 employees,http://subpartners.net,"Fortitude Valley, Queensland",Privately Held,null,https://www.linkedin.com/company/subpartners/,"Church Street, Fortitude Valley, Queensland, 4006, AU",-25.728104,134.49019,Fortitude Valley,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
ZTE AUSTRALIA,"128 Exhibition St, Melbourne, Victoria 3000, AU","ZTE (Australia) Pty Ltd is the local subsidiary of ZTE Corporation.  We cover both Australia and New Zealand for our Mobile telecommunications devices which include mobile phones, Hotspots / mobile data devices and Fixed Wireless Terminals. We provide a wide range of devices to all carriers and are focused on offering the greatest range of devices and support to our clients and end users.ZTE Corporation is a global leader in telecommunications and information technology. Founded in 1985 and listed on both the Hong Kong and Shenzhen Stock Exchanges, the company has been committed to providing integrated end-to-end innovations to deliver excellence and value to consumers, carriers, businesses and public sector customers from over 160 countries around the world to enable increased connectivity and productivity.ZTE believes in technology innovation as a core value of the company, investing more than 10% of annual revenue in R&D. The company has established state-of-the-art R&D centres in USA, Canada, Sweden, China and so forth, and employs over 30,000 research professionals in the development of next-generation technologies including 5G, the Internet of Things, NFV, SDN, Cloud Computing and Big Data. ZTE has filed applications for more than 69,000 patents, with over 30,000 granted. Since 2010, ZTE has been ranked among the world’s Top-3 for patent applications under the Patent Cooperation Treaty (PCT) each year, according to the World Intellectual Property Organization.As a member of the UN Global Compact, ZTE is committed to a vision of balanced, sustainable development in the social, environmental and economic arenas. Promoting freedom of communication around the world, the company has incorporated innovation, technological convergence and the concept of ""going green""​ into the product life cycle. This includes R&D, production, logistics and customer service. The company is also committed to maximizing energy efficiency and minimizing carbon emissions.",null,Telecommunication,51-200 employees,http://www.ztemobiles.com.au/,"Melbourne, Victoria",Public Company,null,https://www.linkedin.com/company/zte-australia-pty-ltd/,"6/128 Exhibition St, Melbourne VIC 3000, Australia",-37.8125768,144.971045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Mobivate 📶,null,"Mobivate Limited is a leading mobile solutions company specialising in providing Bulk SMS services, MobiPay including Direct Carrier Billing and Premium SMS and Voip.Our powerful, reliable and user-friendly operating system ensures that our ever growing customer base can harness the power of SMS and mobile payments. From the smallest, to some of the largest businesses worldwide, Mobivate has been helping companies communicate and generate revenue since 2004.Even if you are happy with your current operating system for Bulk SMS, we can deliver the final SMS by integrating our powerful messaging tool with your software using our API. Prices start from just 1.9p (depending on volume).For MobiPay, you can integrate with our one simple API to connect globally across all our markets.Mobivate strives to provide the highest standard of customer service by offering a 24/7 UK based account manager to assist what ever time of the day.For more information or a free consultation please call our London offices based in Camden.",+44 20 7267 5222,Telecommunication,11-50 employees,https://www.mobivate.com,null,Privately Held,null,https://www.linkedin.com/company/mobivate/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VIS Global Pty Ltd,"566 St Kilda Rd, 515, Melbourne, Victoria 3004, AU","VIS Global Pty Ltd is a leading provider of enterprise communication and customer experience management solutions. With profound expertise in providing state-of-the- art communications solutions for organizations across industry verticals, the team at VIS is experienced to consult, design, implement, train and support enterprise voice, unified communication, data networking, video and customer experience management solutions.",null,Telecommunication,2-10 employees,http://www.visglobal.com.au,"Melbourne, Victoria",Privately Held,null,https://www.linkedin.com/company/vis-global-pty-ltd/,"31 Cantonment Rd, Singapore 089747",1.2788641,103.8403183,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
