Name,Location,Overview,Phone,Industry,Company Size,Website,Headquarter,Type,Founded,Linked In URL,Address_0,Latitude_0,Longitude_0,City_0,Location_description_0,Address_1,Latitude_1,Longitude_1,City_1,Location_description_1,Address_2,Latitude_2,Longitude_2,City_2,Location_description_2,Address_3,Latitude_3,Longitude_3,City_3,Location_description_3,Address_4,Latitude_4,Longitude_4,City_4,Location_description_4,Address_5,Latitude_5,Longitude_5,City_5,Location_description_5,Country
Muir's Boatyard,"44 Napoleon Street, Battery Point, Hobart, Tasmania 7004, AU","Muir's Boatyard is located on the historic Battery Point waterfront, in Hobart Tasmania. Established in 1948 by Jock Muir, the boatyard has been operating continuously since then, initially as a slipway and boat building yard, and more recently as a commercial and industrial rental location.",null,Commercial Real State,2-10 employees,null,"Hobart, Tasmania",Privately Held,1948,https://www.linkedin.com/company/muirs-boatyard/,"44 Napoleon Street, Hobart, Tasmania, 7004, AU",-42.876358,147.3237,Hobart,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
JCA Property Maintenance Pty Ltd,"28 Raspins Loop, Burns Beach, WA 6028, AU","JCA Property Maintenance is the fully insured systemized service taking care of commercial and industrial properties, Government and council departments, and homeowners..
In addition, you get highly-trained technicians who are in business for themselves but not by themselves. This way the money they earn goes back to your local community. You get to deal with a local independent business owner instead of a large, faceless and impersonal corporation, and you get personal service with a smile.
Some of the environmentally friendly, high pressure graffiti removal, concrete cleaning and other services we provide, but are not limited to, are:
 Removing slippery ugly mould, dirt and grime from eaves and gutters, driveways, pathways, factory floors, pool areas, buildings and nearly any other structure or flooring
 Concrete and paving cleaning or resealing
 Tile steam pressure cleaning
 Timber decking cleaning services
 Tennis court cleaning and line marking
 Car park line marking and cleaning
 Graffiti removal from railway stations, public toilets, bus sheds, skate parks and other places for local and national council and government departments
 Line marking, directional line services for shopping centres, car parks, warehouses, safety line marketing for factory walkways, sports centres and more
 High pressure cleaning services for industrial and factory floors patios and roofs and complete eave and house wash downs
 Resealing residential and commercial stamped concrete or paver floors and walkways
 Full service graffiti removal, high pressure cleaning and sealing services for all property owners
 Excellent services, as our team are qualified and carry out their work in compliance with workplace Health and Safety regulations",null,Commercial Real State,2-10 employees,http://www.jcapropertymaintenance.com.au,"Burns Beach, WA",Sole Proprietorship,2015,https://www.linkedin.com/company/jca-property-maintenance-pty-ltd/,"28 Raspins Loop, Burns Beach, WA, 6028, AU",-31.939821,115.8162,Burns Beach,Head Office,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
M2SPACE Pty Ltd,"Gold Coast,   AU","m²space facilitates innovative property development solutions and management on behalf of clients and partners by combining research, conceptualization, risk assessment and feasibility analysis to extract maximum investment opportunity value and deliver optimum results for project stakeholders.",null,Commercial Real State,2-10 employees,http://www.m2space.com.au,null,Sole Proprietorship,2007,https://www.linkedin.com/company/m2space-pty-ltd/,"null, Gold Coast, null, null, AU",-27.994457,153.40938,Gold Coast,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Lpc Cresa Lease Management,"16-18 O'Connell Street, Level 3, Sydney, NSW 2000, AU","Lpc Cresa Lease & Portfolio Management offers budgets and forecasts, rental payments, sublease management, portfolio repair, critical date monitoring and alerts.We believe leases should be overseen and NOT overlooked. That is why we have developed a lease management solution for our clients. By concentrating single-mindedly on tenant issues, we gain the perspective and the experience to level the playing field in landlord-tenant relations.",null,Commercial Real State,null,https://lpc.com.au/services/lease-management,null,null,null,https://www.linkedin.com/company/lpc-cresa-lease-management/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Nirrep Property,"101 Grovedale Rd, Floreat, Perth, WA 6014, AU","Nirrep Property is a property development consultancy providing knowledge, advice and management expertise for property development in WA.  Nirrep provides specialist support for property owners, developers, investors, and financiers in analysis, value management, development & sales management. 	With knowledge and understanding of residential high & low-rise apartments, integrated housing, master-planned communities, along with mixed-use residential / retail and commercial office parks the business provides a broad but extensive expertise. Services can operate across range of development phases such as project acquisition, transaction structuring, joint-venture management, re-zonings, development approvals, design development, development management, construction management & building, sales and marketing, and business operations & staff management.",null,Commercial Real State,2-10 employees,http://www.nirrepproperty.com.au,"Perth, WA",Sole Proprietorship,2017,https://www.linkedin.com/company/nirrep-property/,"101 Grovedale Rd, Floreat, Perth, WA, 6014, AU",-31.939821,115.8162,Perth,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
desk & co.,"26 Mowbray Terrace, East Brisbane, Queensland 4051, AU","Here at desk & co, we see it as our civic duty to save freelancers and solos from the pitfalls of working from home!

So why not join us at our stunning East Brisbane location - the iconic Mowbraytown building - where you will find a small, supportive community of like-minded, social co-workers.

We work hard, but we don't work alone!

Free Wi-Fi of course
Printer access
No limit parking nearby
Light-filled, flexible space
Merlo coffee right on site
Shower
Great public transport links
As much or as little interaction with your co-workers as you wish.

Desk rental is totally flexible, with weekly rates at just $105.  That's worth your sanity, wouldn't you say!",null,Commercial Real State,0-1 employees,http://www.facebook.com/deskandcobrisbane,"East Brisbane, Queensland",Sole Proprietorship,2013,https://www.linkedin.com/company/the-profit-effect/,"26 Mowbray Terrace, East Brisbane, Queensland, 4051, AU",-27.47126,153.01831,East Brisbane,Headquarters,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
MJM.NL,"101 Miller St, North Sydney, New South Wales 2060, AU","MJM.NL for over 40 years has built, consulted & ran developments across the globe with the purpose of supplying what is demanded to the utmost of standards.We feel a great sense of responsibility in giving back to the community in all of our endeavours and follow the 'United Nations Global Compact'​ principles.MJM.NL understands what makes certain areas unique to their neighbourhoods by tailoring the needs of others into the projects we undertake and support local and national charities that have a positive, and lasting impact.",null,Commercial Real State,11-50 employees,null,"North Sydney, New South Wales",Privately Held,1971,https://www.linkedin.com/company/mjm-nl/,"101 Miller St, North Sydney, New South Wales, 2060, AU",-33.84907,151.13834,North Sydney,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Asbestos Audits Queensland,"PO Box 6066, Gold Coast, Queensland 4207, AU","Asbestos Surveys, Asbestos Inspections, Asbestos Audits, Asbestos Reports, Asbestos Registers, Asbestos Risk Assessments and Asbestos Management Plans.  Call the Asbestos ExpertsAt Asbestos Audits Queensland we have over twenty years experience at inspecting and reporting on the presence of asbestos in buildings. You can be confident of your asbestos survey or audit results as we use only NATA accredited laboratories for our sample analysis.We travel Australia wide from our premises on the Gold Coast. For all asbestos audit services, call us on (07) 55492250 or mobile 0407 756 440 or email us for a quote.Commercial asbestos audit servicesDid you know that from January 1 2012, all commercial buildings built before 2004 ( in Qld the build date has reverted back to 1990 as of May 2014) must have had an asbestos inspection carried out by a competent person from which an Asbestos Management Plan, Risk Assessment, Register and Report is completed if asbestos is found or assumed to be present.Why? The National Code of Practice for How to Manage and Control Asbestos in The Workplace requires mandatory compliance of these codes.The issue of asbestos can sometimes be a sensitive one. Our friendly staff understand this and can explain to your staff if needed, exactly what we are doing and how all but new buildings require this service.We can inspect your building and produce an Asbestos Containing Materials Report, Register and Management Plan so that you comply with the regulations. We also offer asbestos inspections and report services for pre-demolition, pre-renovation, or sale purposes.",null,Commercial Real State,2-10 employees,http://asbestosaudits.com.au/,"Gold Coast, Queensland",Sole Proprietorship,2000,https://www.linkedin.com/company/asbestos-audits-asbestos-surveys/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Aura Creative Coworking Office,"7 Hudson Street, Redfern, NSW 2016, AU","A co-working office space to house businesses from a variety of industries interested in expanding their markets through collaboration with other like minded professionals.
  A professionally cool office with all the additional extras to make it a place you enjoy coming to each day. More than an office we are aiming to create an positive little community where businesses can assist in each others growth and help inspire each other.
 Get amongst it.",null,Commercial Real State,2-10 employees,http://auracreative.com.au,"Redfern, NSW",Privately Held,2014,https://www.linkedin.com/company/aura-creative-pty-ltd/,"7 Hudson Street, Redfern, NSW, 2016, AU",-33.84907,151.13834,Redfern,Aura Creative Pty Ltd,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Melling Commercial,"Brisbane, QLD 4000, AU","Melling Commercial provides Local Funds, Family Offices and Personal Investors access to properties not available on the open market. We act as a full-service buyers’ agency, providing everything from sourcing, site inspection, contract negotiation, financial analysis, property due diligence through to settlement. Utilise our extensive network with over 15 years of commercial experience in all property sectors throughout Australia. At Melling Commercial integrity is paramount and once engaged your privacy is assured. Through us you can gain access to properties the average person does not see.",null,Commercial Real State,0-1 employees,http://www.mellingcommercial.com,"Brisbane, QLD",Sole Proprietorship,null,https://www.linkedin.com/company/melling-commercial/,null,-41.203571,174.905396,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LJC Dixon,"576 Kiewa Street, Albury, NSW 2640, AU","The name of L.J Colquhoun Dixon is synonymous with providing outstanding client service and local knowledge in Commercial and Industrial Real Estate in the Albury Wodonga region.Our sole focus on commercial and industrial real estate ensures your property interests will be managed and supported by an extensive team of dedicated property professionals, allowing us to provide the best results for you. As the leading commercial and industrial real estate agency in the Albury Wodonga region, our range of commercial and industrial services includes;- Commercial & Industrial Sales, Leasing and Management- Commercial & Industrial Projects- Auctioneering- Property Portfolio ManagementL. J Colquhoun Dixon has a long history in the region and has been involved in many of the significant commercial and industrial projects developed in Albury/Wodonga and the surrounding areas.  The two cities continue to grow rapidly and we look forward to an ongoing involvement in the commercial and industrial development of this region.Albury/Wodonga is strategically located on the NSW/Victorian border between Sydney and Melbourne, and is recognised as one of Australia’s largest and progressive regional centres, servicing a regional population of 170,000 people.  With a strong reputation as an ideal centre for major manufacturing and distribution, Albury Wodonga is an outstanding location for commercial and industrial businesses.We are proud to be part of this exciting region and we are ideally situated to offer outstanding services and resources to the commercial and industrial real estate market.Mission StatementL.J Colquhoun Dixon is dedicated to providing its real estate clients with the highest possible standard of service by:- Providing high quality real estate and property services.- Achieving growth through the provision of quality and reliable services, with a high level of expertise and integrity.- Valuing and developing strong long term relationships with our clients and working partners.- Providing honest and fair dealings above all else.",null,Commercial Real State,11-50 employees,http://www.ljcdixon.com.au,"Albury, NSW",Privately Held,1930,https://www.linkedin.com/company/ljc-dixon/,"576 Kiewa Street, Albury, NSW, 2640, AU",-36.09821,146.91026,Albury,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
HPG,"Brisbane, Queensland 4000, AU",null,null,Commercial Real State,2-10 employees,http://www.hpgproperty.com.au,"Brisbane, Queensland",Privately Held,null,https://www.linkedin.com/company/hpgproperty/,"null, Brisbane, Queensland, 4000, AU",-27.47126,153.01831,Brisbane,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
UniStudio Accommodation,"65 Willis St, Kingsford, New South Wales 2032, AU","UniStudio provides modern accomodation in convenient locations, specifically designed for students. Our newest student accomodation site is located in Kingsford  a short 5 minute walk to University of New South Wales, making our lovely studios an ideal home for students studying in the local area.We pride ourselves on offering a clean, safe and modern environment for all students. Our studios have been carefully designed with modern interiors and a colour palette which makes these rooms inviting and relaxing. Our communal outdoor area, which features a barbeque will no doubt be a perfect way for students to make new friendships and relax after a long day at uni.",null,Commercial Real State,2-10 employees,https://unistudio.com.au,"Kingsford, New South Wales",Privately Held,2018,https://www.linkedin.com/company/uni-studio-accommodation/,null,60.387584,25.023864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Sen Commercial,"20A Lexington Drive, Bella Vista, Suite 119, Sydney, NSW 2153, AU","Sen Commercial offers a wide range of services in Commercial Real Estate &  Business Broking. Our offices are located in Norwest Business Park, Parramatta CBD & Ryde. We cover the Commercial market in Sydney from the North West, Hills District to the North Shore. We specialise in Retail Commercial Real Estate, Asset Management as well business broking.We believe in order to understand our client's needs we need to understand their business. Our focus at all times has been to provide tailor-made services, catering to their business needs.We want to build a long-lasting relationship with respect and integrity of our organisation by acting honestly with our client’s needs while fulfilling our obligations. We value and enjoy serving the community, and strongly believe in giving back to the society we live in by charitable activities to serve the community.",null,Commercial Real State,2-10 employees,https://www.sencommercial.com.au/,"Sydney, NSW",Privately Held,null,https://www.linkedin.com/company/sen-commercial/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
Tenant Lease Advisory,"167 St Georges Terrace, Perth, Western Australia 6000, AU",At Tenant Lease Advisory we work exclusively with tenants to get the best lease outcome for your business.,456537733,Commercial Real State,2-10 employees,http://tenantleaseadvisory.com.au,"Perth, Western Australia",Privately Held,null,https://www.linkedin.com/company/tenant-lease-advisory/,"167 St Georges Terrace, Perth, Western Australia, 6000, AU",-31.939821,115.8162,Perth,Westralia Plaza,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Africa Hospitality Infrastructure Fund,null,Real estate fund with mandate to co invest in Hotel Real Estate.,null,Commercial Real State,11-50 employees,http://www.IPTECH.com.au,"Melbourne, Vic..",Privately Held,2017,https://www.linkedin.com/company/integrated-platform-technologies/,"2407/380 little Lonsdale street, Melbourne, Vic.., 3000, AU",-37.803425,145.01105,Melbourne,General Admin Office,"2 Maude St, Johannesburg, Gauteng, 2196, ZA",-25.93775,27.92642,Johannesburg,The forum ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ZA
Franchise Domain,"Suite 1, 1 West Terrace, Bankstown, NSW 2020, AU","Franchise Domain are committed to providing exemplary, professional franchise & business resale services. Trust us to mentor and guide you through the end-to- end process, whilst upholding honesty and integrity and leaving you with tangible results and satisfaction.Who are we?Franchise & Business Domain is a Professional Services Company, built by highly qualified industry executives. We are fully committed to providing professional, experienced & turnkey listing and sale execution to assist you through the stages of selling your franchise or business.We recognise the hard work, commitment and sacrifice which business owners and franchisees make in order to establish, operate and grow their business. We also recognise that when it does become time to sell, the process ofsecuring qualified buyers can be challenging and a distraction from your daily obligations.",null,Commercial Real State,2-10 employees,http://www.franchisedomain.com.au/about-us/,"Bankstown, NSW",Privately Held,null,https://www.linkedin.com/company/franchise-domain/,"Suite 1, 1 West Terrace, Bankstown, NSW, 2020, AU",-33.84907,151.13834,Bankstown,null,"2 Maude St, Johannesburg, Gauteng, 2196, ZA",-25.93775,27.92642,Johannesburg,The forum ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
The Bower Stones Corner,"433 Logan Rd, Stones Corner, Queensland 4120, AU","Flexible, functional and versatile, The Bower features a variety of furnished and unfurnished office spaces for lease.Reduce your overheads and free up your time with our corporate support services. The Bower will ensure your business is consistently presented in a friendly and professional manner.",null,Commercial Real State,0-1 employees,https://thebower.co/,"Stones Corner, Queensland",Privately Held,null,https://www.linkedin.com/company/the-bower-stones-corner/,null,-27.497972,153.044438,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NAI Harcourts Platinum,"767 High Street, Epping, Victoria 3076, AU","Our unique structure enables our clients to leverage the benefits of having both a local market expert as their primary contact and the backing of our large domestic and international network. No matter how large or small, simple or complex the transaction involved, our support is underpinned by our comprehensive services platform and a commitment to bring the best value and experience to you, our client.Our areas of expertise include:Corporate solutionsBusiness brokerageHotel sales/leasingIndustrial sales/leasingCommercial sales and investmentOffice leasingRetail sales/leasingAsset management",null,Commercial Real State,11-50 employees,http://platinum.naiharcourts.com.au,"Epping, Victoria",Privately Held,2,https://www.linkedin.com/company/nai-harcourts-platinum/,"767 High Street, Epping, Victoria, 3076, AU",-37.803425,145.01105,Epping,NAI Harcourts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
Risk8 Pty Ltd,"71 Eagle St, Brisbane, Queensland  AU","Risk8 Pty Ltd is bespoke commercial property risk consultancy first founded in 1993. Our investigative teams comprise engineers environmental scientists and risk professionals who have over 25 years experience across all major cities in Australian and New Zealand. Risk8 provides fast-track physical DD site inspections for  property investors in office buildings, shopping centres, industrial warehouses,  hospitals and hotels. All commercial properties have risks which need to be mitigated.Risk Management Group Pty Ltd is a bespoke Property Risk Consultancy providing commercial-in-confidence advisory to astute property investors. Call me personally (0411 690 909) if you require support for:-* TDD | Technical Due Diligence – Investor Acquisitions/Vendor Disposals* CAPEX | OPEX Financial Analysis* MAKE-GOOD End of Lease Dilapidation & Tenant Negotiation* LIFE CYCLE | Property Life Cycle Cost Assessments* COST & RISK | Project Risk Mitigation Assessments* TAX | Pre-Purchase Tax Depreciation Forecasts* INSURANCE Reinstatement & Replacement Cost Assessments* R&M | Preventive Maintenance Plans & Cost Planning* OH&S | Work Health & Safety Act - Risk Assessments* DDA | Disability Discrimination Act & Accessibility Audits* NCC/BCA | Building Code of Australia Gap Assessments* EPA | Environmental Reporting – (Phase I & II)* HAZMAT | Asbestos & Hazardous Materials Reports & Registers* NABERS/BEEC | Energy Management Monitoring & PlansWe protect our clients with confidential expert advice provided continually during an investment process, supported by Commercial-in-Confidence analysis by industry professionals including, Building Services Engineers, Environmental Scientists, Quantity Surveyors, Building Certifier's and Property Risk Engineers.",1800747588,Commercial Real State,2-10 employees,http://WWW.RISK8.COM,"Brisbane, Queensland",Privately Held,1995,https://www.linkedin.com/company/riks8-pty-ltd/,"71 Eagle St, Brisbane, Queensland, null, AU",-27.47126,153.01831,Brisbane,Riparian Plaza,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,AU
CreativeCubes.Co,"534 Church St, L3, Richmond, Victoria 3121, AU","We convert buildings into collaborative communities with workspaces & services which provide a platform for people to build their business!We’re a collaborative community with amazingly designed workspaces to inspire left brain thinking for the right brainers + right brain thinking for everybodyOur Happiness Team is the heartbeat of the space. They’re the connectors, listeners and doers intuitively in sync with the needs of our members keeping them going with mind-blowing service.We deliver Space, fuel, wellness and access to our ecosystem to get people and their business buzzing + play a role in helping them go to the next level",1300 228 237,Commercial Real State,11-50 employees,http://CreativeCubes.Co/locations,"Richmond, Victoria",Privately Held,2017,https://www.linkedin.com/company/creativecubes.co/,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,Commercial Real State,null,http://www.precision.com.au/,null,null,null,https://www.linkedin.com/company/precision-group-of-companies/,null,18.776703,100.77522,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
